pl_name,pl_masse,pl_rade,density,hostname,disc_year,discoverymethod,planet_type
HD 106315 b,11.55,2.358676,0.880192,HD 106315,2017,Transit,Rocky
K2-131 b,6.9,1.749536,1.288489,K2-131,2017,Transit,Other
K2-138 c,6.27,2.359667,0.477217,K2-138,2017,Transit,Gas Giant
GJ 9827 b,4.457143,1.592272,1.10409,GJ 9827,2017,Transit,Rocky
K2-136 d,3.0,1.521667,0.851457,K2-136,2017,Transit,Rocky
K2-138 b,2.82,1.523333,0.797745,K2-138,2017,Transit,Other
K2-138 f,2.05,2.814667,0.091933,K2-138,2017,Transit,Gas Giant
TRAPPIST-1 g,1.269667,1.134667,0.86913,TRAPPIST-1,2017,Transit,Rocky
HATS-17 b,425.25654,9.195577,0.546908,HATS-17,2016,Transit,Other
Kepler-553 b,116.007369,4.695378,1.12066,Kepler-553,2016,Transit,Rocky
K2-55 b,44.0,4.313787,0.548121,K2-55,2016,Transit,Other
WASP-139 b,37.18611,9.155622,0.048453,WASP-139,2016,Transit,Gas Giant
K2-27 b,30.066667,4.910016,0.254002,K2-27,2016,Transit,Gas Giant
K2-98 b,28.73588,4.880713,0.247158,K2-98,2016,Transit,Gas Giant
Kepler-411 c,26.4,3.530434,0.599957,Kepler-411,2016,Transit,Other
BD+20 594 b,19.27405,2.387841,1.415653,BD+20 594,2016,Transit,Other
K2-66 b,18.65,2.665,0.985342,K2-66,2016,Transit,Rocky
K2-37 d,12.5,2.49196,0.807769,K2-37,2016,Transit,Rocky
Kepler-549 b,11.0,2.706778,0.55467,Kepler-549,2016,Transit,Other
HD 3167 c,9.946,2.852366,0.428581,HD 3167,2016,Transit,Gas Giant
K2-38 c,8.325,2.436667,0.575434,K2-38,2016,Transit,Other
EPIC 220674823 b,8.186667,1.707296,1.645055,EPIC 220674823,2016,Transit,Other
HIP 41378 b,6.89,2.646057,0.371896,HIP 41378,2016,Transit,Gas Giant
HD 3167 b,5.17,1.652525,1.145635,HD 3167,2016,Transit,Rocky
K2-36 b,4.433333,1.418186,1.554285,K2-36,2016,Transit,Other
HIP 41378 c,4.4,2.528935,0.272044,HIP 41378,2016,Transit,Gas Giant
K2-85 b,3.2,1.28796,1.497762,K2-85,2016,Transit,Other
TRAPPIST-1 c,1.281333,1.07425,1.033585,TRAPPIST-1,2016,Transit,Rocky
