feature,planet_name,n_measurements,min_value,max_value,mean_value,range,relative_range_pct
pl_masse,K2-19 b,5,28.5,54.4,38.34,25.9,67.55346896191966
pl_masse,Kepler-11 g,4,25.0,300.0,100.1441,275.0,274.60429521060155
pl_masse,Kepler-231 c,2,10.3693,24.1,17.234650000000002,13.7307,79.66915487114619
pl_masse,HAT-P-1 b,8,166.536,169.08556,167.61473125,2.5495599999999854,1.5210834877020902
pl_masse,Kepler-103 b,3,9.7,11.67,10.389999999999999,1.9700000000000006,18.960538979788268
pl_masse,Kepler-114 b,3,1.09,6.8,3.4499999999999997,5.71,165.5072463768116
pl_masse,Kepler-79 b,5,10.3,54.1,20.7,43.8,211.59420289855072
pl_masse,OGLE-2015-BLG-0966L b,16,21.0,21.0,21.0,0.0,0.0
pl_masse,Kepler-54 c,3,0.7,19.8,7.533333333333334,19.1,253.53982300884957
pl_masse,K2-3 b,7,5.11,8.4,6.805714285714286,3.29,48.34172963895886
pl_masse,Kepler-56 b,3,22.1,236.2,96.76666666666667,214.1,221.25387530141234
pl_masse,Kepler-102 e,2,4.7,8.93,6.8149999999999995,4.2299999999999995,62.06896551724138
pl_masse,Kepler-138 b,4,0.066,0.5,0.20575000000000004,0.434,210.93560145808016
pl_masse,Kepler-32 f,2,969.228,1862.11,1415.6689999999999,892.882,63.071381798993976
pl_masse,Kepler-103 c,3,36.1,58.47,44.19,22.369999999999997,50.622312740439014
pl_masse,Kepler-36 b,5,3.83,6.41,4.83,2.58,53.41614906832298
pl_masse,TrES-4 b,10,157.00802,293.99127648,256.487385648,136.98325648000002,53.407404864734396
pl_masse,WASP-2 b,10,269.20201,295.89973,283.596162,26.697720000000004,9.413991998946729
pl_masse,Kepler-114 d,3,1.62,3.9,2.5274233333333336,2.28,90.21045148748328
pl_masse,TrES-3 b,8,513.29545,615.95454,592.07123625,102.65908999999999,17.338976074941858
pl_masse,KOI-12 b,3,349.613,3178.3,1739.5895333333335,2828.6870000000004,162.60657734470158
pl_masse,Kepler-37 c,2,1.3,12.0,6.65,10.7,160.90225563909772
pl_masse,Kepler-36 c,5,7.13,11.59,8.782,4.46,50.785698018674566
pl_masse,Kepler-43 b,6,962.98,1026.5909,998.4952999999999,63.6108999999999,6.370675956111151
pl_masse,Kepler-289 c,4,132.0,268.0,172.66715,136.0,78.76425828537738
pl_masse,Kepler-105 b,3,5.1,10.8,8.8421,5.700000000000001,64.4643240859072
pl_masse,Kepler-91 b,5,146.2018,279.68,226.92482,133.47820000000002,58.82044987410369
pl_masse,Kepler-231 b,2,35.4,91.0363,63.218149999999994,55.6363,88.00684613516847
pl_masse,Kepler-79 c,5,5.9,13.7,9.74,7.799999999999999,80.08213552361396
pl_masse,Kepler-114 c,4,1.08,40.0,11.29167,38.92,344.6788650394494
pl_masse,Kepler-23 b,3,2.56,254.3,90.68666666666667,251.74,277.59317797544657
pl_masse,Kepler-102 d,3,2.6,3.8,3.1333333333333333,1.1999999999999997,38.29787234042553
pl_masse,Kepler-18 c,4,2.76,18.4,11.190000000000001,15.639999999999999,139.7676496872207
pl_masse,Kepler-19 b,3,6.1,20.3,11.600000000000001,14.200000000000001,122.41379310344827
pl_masse,Kepler-422 b,2,136.66,155.7367,146.19835,19.076700000000017,13.048505677389667
pl_masse,HAT-P-12 b,6,63.88383,67.06213,66.22995316666668,3.178299999999993,4.798886075008764
pl_masse,Kepler-33 d,3,3.91,11.7,6.57,7.789999999999999,118.56925418569253
pl_masse,PH2 b,3,87.08498352,25426.4,8540.764994506668,25339.315016480003,296.6867140446785
pl_masse,Kepler-450 b,2,19.4,62.2979,40.84895,42.8979,105.01591840181939
pl_masse,Kepler-28 b,3,1.63,479.9,163.44333333333333,478.27,292.6212958619705
pl_masse,Kepler-117 b,2,29.875,31.4,30.6375,1.5249999999999986,4.97756017951856
pl_masse,Kepler-17 b,3,743.7222,785.0401,769.1374333333333,41.31790000000001,5.371978818003181
pl_masse,XO-3 b,6,2316.9807,4211.22639275,3602.573582125,1894.2456927499998,52.58034706490762
pl_masse,Kepler-109 b,2,4.9,7.3,6.1,2.3999999999999995,39.34426229508196
pl_masse,Kepler-107 b,2,3.51,3.8,3.655,0.29000000000000004,7.934336525307799
pl_masse,Kepler-109 c,2,8.2,21.8,15.0,13.600000000000001,90.66666666666667
pl_masse,XO-1 b,7,263.7989,293.67492,286.2722214285714,29.876019999999983,10.436227396046679
pl_masse,Kepler-161 b,3,2.63,12.1,6.976870000000001,9.469999999999999,135.734218926252
pl_masse,XO-2 N b,8,176.39565,199.91507,185.372415,23.519419999999997,12.687659056499855
pl_masse,Kepler-107 e,2,8.6,14.1,11.35,5.5,48.458149779735685
pl_masse,Kepler-20 d,3,10.07,20.1,14.523333333333333,10.030000000000001,69.0612806977278
pl_masse,Kepler-20 c,3,11.1,16.1,13.316666666666668,5.000000000000002,37.54693366708386
pl_masse,Kepler-75 b,3,3146.4,3210.083,3188.7943333333333,63.68299999999999,1.9970870913280387
pl_masse,Kepler-145 b,2,34.0,37.1,35.55,3.1000000000000014,8.720112517580876
pl_masse,Kepler-289 b,3,3.7,24.7,11.9,21.0,176.47058823529412
pl_masse,Kepler-20 f,2,1.4,14.3,7.8500000000000005,12.9,164.3312101910828
pl_masse,Kepler-85 b,2,1.84,6.40173,4.120865,4.56173,110.69836065971586
pl_masse,Kepler-15 b,3,201.18639,221.20968,210.71869,20.023290000000003,9.502379689243513
pl_masse,Kepler-58 c,2,36.5896,53.0,44.794799999999995,16.410400000000003,36.634609374302386
pl_masse,Kepler-102 c,2,1.7,3.0,2.35,1.3,55.319148936170215
pl_masse,Qatar-1 b,6,346.42,422.7139,402.74113166666666,76.29390000000001,18.943657352372327
pl_masse,Kepler-40 b,4,657.9081,699.2,679.355125,41.291900000000055,6.07810237686807
pl_masse,Kepler-454 b,3,5.4,6.84,6.09779355,1.4399999999999995,23.615099268160687
pl_masse,Kepler-23 d,2,4.44,17.6,11.020000000000001,13.16,119.41923774954626
pl_masse,Kepler-145 c,2,25.1,79.4,52.25,54.300000000000004,103.92344497607657
pl_masse,Kepler-77 b,3,136.661,225.65,176.07275333333337,88.989,50.54103960737745
pl_masse,Kepler-435 b,2,266.97,270.1555,268.56275000000005,3.1854999999999905,1.1861287538945702
pl_masse,Kepler-18 b,3,6.9,140.397,59.237833333333334,133.49699999999999,225.35766838197432
pl_masse,Kepler-58 b,3,34.9,36.533,35.64433333333333,1.6330000000000027,4.5813733833334975
pl_masse,Kepler-28 c,3,2.06,432.23,148.39666666666668,430.17,289.87847885172624
pl_masse,HAT-P-3 b,8,185.61272,206.5895,191.61082,20.97677999999999,10.94759680063996
pl_masse,Kepler-44 b,4,311.79123,327.3649,320.2865325,15.573669999999993,4.862417997547241
pl_masse,Kepler-48 c,3,9.8,14.61,12.67,4.809999999999999,37.96369376479873
pl_masse,Kepler-53 c,4,9.3,36.0,24.275,26.7,109.98970133882595
pl_masse,Kepler-100 b,2,4.01,7.34,5.675,3.33,58.6784140969163
pl_masse,Kepler-20 b,3,8.7,9.7,9.366666666666665,1.0,10.676156583629895
pl_masse,Kepler-48 b,3,3.94,21.1,13.113333333333335,17.16,130.85917641077782
pl_masse,WASP-19 b,8,339.76027,371.21,361.13217770999995,31.449729999999988,8.708647952510914
pl_masse,Kepler-60 b,5,3.7,23.1,8.07,19.400000000000002,240.39653035935564
pl_masse,Kepler-307 b,5,2.1,8.81,6.050000000000002,6.710000000000001,110.90909090909089
pl_masse,Kepler-107 c,2,9.39,10.0,9.695,0.6099999999999994,6.291903042805563
pl_masse,Kepler-307 c,5,1.5,3.9,2.9680000000000004,2.4,80.86253369272237
pl_masse,Kepler-82 c,3,0.018,18.4,10.772666666666666,18.381999999999998,170.63555913113436
pl_masse,Kepler-53 b,4,9.5,111.0,60.35,101.5,168.18558409279206
pl_masse,K2-34 b,4,352.7913,563.51259,503.84000749999996,210.72129000000007,41.823056300268114
pl_masse,Kepler-350 c,4,3.8,7.2,5.747365,3.4000000000000004,59.15754437033319
pl_masse,Kepler-538 b,2,10.6,12.9,11.75,2.3000000000000007,19.57446808510639
pl_masse,Kepler-107 d,2,3.8,7.7,5.75,3.9000000000000004,67.82608695652175
pl_masse,KOI-351 g,3,15.0,254.264,94.75466666666667,239.264,252.5089353558664
pl_masse,Kepler-74 b,3,191.96932,216.12,202.76977333333335,24.150679999999994,11.910394534149168
pl_masse,Kepler-245 c,2,26.7,225.6,126.14999999999999,198.9,157.66944114149823
pl_masse,Kepler-161 c,3,3.61,11.8,7.0200000000000005,8.190000000000001,116.66666666666667
pl_masse,TrES-1 b,5,221.52751,266.9772,241.546268,45.449689999999975,18.81614250401086
pl_masse,Kepler-426 b,2,107.10871,108.06,107.584355,0.9512900000000002,0.8842270792997738
pl_masse,Kepler-33 f,3,9.6,25.2,14.816666666666668,15.6,105.28683914510685
pl_masse,Kepler-31 d,2,7.15772,2161.244,1084.2008600000001,2154.08628,198.67963211171033
pl_masse,Kepler-450 c,2,12.5,76.6214,44.5607,64.1214,143.89675207077087
pl_masse,Kepler-424 b,2,327.35,341.98508,334.66754000000003,14.63507999999996,4.373020460843008
pl_masse,Kepler-223 c,2,5.1,12.4,8.75,7.300000000000001,83.42857142857144
pl_masse,Kepler-4 b,2,23.83725,24.472,24.154625000000003,0.6347500000000004,2.6278611239048435
pl_masse,Kepler-176 d,2,1.72,15.2,8.459999999999999,13.479999999999999,159.33806146572104
pl_masse,Kepler-277 b,3,33.6,87.3,66.33333333333333,53.699999999999996,80.95477386934672
pl_masse,K2-3 d,7,1.6,11.1,4.25715261,9.5,223.1538511841134
pl_masse,Kepler-277 c,3,39.6,64.2,48.06666666666666,24.6,51.17891816920944
pl_masse,Kepler-412 b,3,294.62841,299.07803,297.3788133333333,4.4496200000000385,1.4962800981428488
pl_masse,Kepler-117 c,2,584.78,808.0,696.39,223.22000000000003,32.05387785579919
pl_masse,Kepler-85 c,3,2.15,20.9,9.791266666666665,18.75,191.4971845658376
pl_masse,Kepler-30 c,4,527.7,2892.253,1415.9382500000002,2364.553,166.9954886803856
pl_masse,Kepler-39 b,4,5689.157,6388.383,6046.585,699.2259999999997,11.563981983218621
pl_masse,Kepler-305 d,2,6.2,9.1,7.65,2.8999999999999995,37.90849673202614
pl_masse,Kepler-33 e,3,5.5,12.8,7.956666666666667,7.300000000000001,91.74696271470467
pl_masse,Kepler-23 c,3,7.81,858.1,308.7033333333333,850.2900000000001,275.43920268650595
pl_masse,WASP-5 b,8,494.22565,520.28771,503.35523249999994,26.062059999999974,5.177667443836491
pl_masse,Kepler-305 b,2,7.2,10.5,8.85,3.3,37.28813559322034
pl_masse,Kepler-20 e,2,0.76,3.08,1.92,2.3200000000000003,120.83333333333334
pl_masse,Kepler-305 c,2,4.5,6.0,5.25,1.5,28.57142857142857
pl_masse,Kepler-323 c,2,6.8,79.7,43.25,72.9,168.5549132947977
pl_masse,Kepler-345 c,3,2.2,8.30542,4.690003333333333,6.10542,130.1794383941447
pl_masse,Kepler-24 c,4,6.9,508.5,139.7475,501.6,358.93307572586275
pl_masse,Kepler-407 b,2,1.93,3.2,2.565,1.2700000000000002,49.51267056530215
pl_masse,Kepler-57 b,3,25.06,118.1,86.05333333333333,93.03999999999999,108.11899597149055
pl_masse,Kepler-276 d,3,9.43045,18.4,14.710149999999999,8.969549999999998,60.97524498390566
pl_masse,Kepler-221 c,2,9.3,15.1,12.2,5.799999999999999,47.54098360655737
pl_masse,Kepler-350 d,4,9.8,14.9,13.093075,5.1,38.95188868924985
pl_masse,KOI-94 b,2,10.5,1648.85,829.675,1638.35,197.46888842016452
pl_masse,KOI-351 h,3,203.0,381.396,262.4653333333333,178.39600000000002,67.96935722304916
pl_masse,Kepler-176 c,2,1.33,23.0,12.165,21.67,178.13399095766547
pl_masse,Kepler-60 d,4,3.8,4.4,4.0649999999999995,0.6000000000000005,14.760147601476028
pl_masse,K2-3 c,7,2.1,4.2,2.8085714285714287,2.1,74.77110885045778
pl_masse,Kepler-432 b,3,182.75225,1719.4603,1149.9941833333335,1536.70805,133.62746284035552
pl_masse,Kepler-80 f,2,4459.73,12651.5,8555.615,8191.77,95.74729578177606
pl_masse,Kepler-102 f,2,4.3,5.2,4.75,0.9000000000000004,18.947368421052637
pl_masse,Kepler-423 b,3,189.101,228.83,203.51199333333332,39.72900000000001,19.521699605648145
pl_masse,Kepler-24 b,4,8.5,508.5,140.35999999999999,500.0,356.22684525505844
pl_masse,Kepler-82 b,3,10.0,51.0,24.383333333333336,41.0,168.14764183185233
pl_masse,WASP-43 b,4,565.714,651.5515,606.09746,85.83749999999998,14.162326303099832
pl_masse,HAT-P-14 b,7,709.367,1093.3352,775.2285514285713,383.9682,49.52967731805456
pl_masse,WASP-6 b,6,117.5971,160.0,148.766234345,42.4029,28.503040482737845
pl_masse,Kepler-31 c,3,17.1,1493.7,513.4333333333333,1476.6000000000001,287.5933259754594
pl_masse,Kepler-238 e,2,69.0,169.7,119.35,100.69999999999999,84.37369082530373
pl_masse,Kepler-21 b,3,5.08,10.4,7.66,5.32,69.45169712793734
pl_masse,Kepler-76 b,3,635.63,638.8383,636.7094333333333,3.2083000000000084,0.503887618439035
pl_masse,Kepler-323 b,2,3.9,684.4,344.15,680.5,197.7335464187128
pl_masse,Kepler-281 b,2,324.0,620.032,472.016,296.03200000000004,62.716518084132744
pl_masse,Kepler-29 b,3,4.51,127.1,45.53666666666666,122.58999999999999,269.2116243320401
pl_masse,Kepler-418 b,2,349.6112477,349.613,349.61212385,0.0017523000000210232,0.0005012125954684689
pl_masse,Kepler-223 d,2,5.9,8.0,6.95,2.0999999999999996,30.215827338129493
pl_masse,Kepler-425 b,2,71.82958,79.45,75.63979,7.620419999999996,10.074618134185718
pl_masse,Kepler-29 c,3,4.0,95.3,34.6,91.3,263.8728323699422
pl_masse,Kepler-245 d,2,5.46083,21.6,13.530415000000001,16.13917,119.28067247013487
pl_masse,WASP-47 e,8,6.77,22.0,9.98375,15.23,152.54789032177288
pl_masse,Kepler-9 c,5,29.875,509.7,130.74439999999998,479.825,366.9946858144594
pl_masse,Kepler-238 f,2,12.2,13.5,12.85,1.3000000000000007,10.116731517509733
pl_masse,Kepler-177 c,3,7.5,14.7,11.9,7.199999999999999,60.50420168067227
pl_masse,HAT-P-32 b,6,216.1244,273.3338,252.67288333333332,57.20939999999999,22.641685663011057
pl_masse,K2-19 c,5,7.5,25.6,14.120000000000001,18.1,128.18696883852692
pl_masse,Kepler-281 c,2,69.6183,161.124,115.37115,91.50569999999999,79.3141959666693
pl_masse,Kepler-53 d,2,37.1907,166.503,101.84684999999999,129.3123,126.96740252644044
pl_masse,Kepler-276 c,3,3.7,25.2,15.166666666666666,21.5,141.75824175824175
pl_masse,Kepler-177 b,3,2.0,5.84,4.413333333333333,3.84,87.00906344410876
pl_masse,Kepler-85 e,2,0.6,28.7627,14.68135,28.162699999999997,191.82636474166202
pl_masse,Kepler-409 b,2,6.0,22.0,14.0,16.0,114.28571428571428
pl_masse,Qatar-2 b,5,783.76878,826.358,795.642376,42.589219999999955,5.35280941345939
pl_masse,WASP-55 b,5,181.155,199.27941,188.40781729999998,18.12441000000001,9.61977600490997
pl_masse,Kepler-102 b,2,1.1,4.3,2.7,3.1999999999999997,118.5185185185185
pl_masse,Kepler-223 b,2,4.0,7.4,5.7,3.4000000000000004,59.64912280701755
pl_masse,Kepler-37 b,3,0.79,10.0,4.6560999999999995,9.21,197.80502996069674
pl_masse,Kepler-57 c,3,6.86,9.1,7.786666666666666,2.2399999999999993,28.767123287671225
pl_masse,Kepler-428 b,2,403.63,406.8224,405.2262,3.1924000000000206,0.7878069088326521
pl_masse,WASP-3 b,9,559.357,772.3269,622.0236688888889,212.96990000000005,34.2382308989021
pl_masse,WASP-1 b,9,251.0857,311.4734,282.68128444444443,60.387700000000024,21.36246837801109
pl_masse,Kepler-345 b,3,0.48,1.23,0.7366666666666667,0.75,101.80995475113122
pl_masse,55 Cnc b,3,254.25,266.966,261.7315,12.716000000000008,4.858414061738847
pl_masse,WASP-39 b,5,87.40325,89.94589,88.928154,2.542640000000006,2.859206995345935
pl_masse,Kepler-350 b,2,16.9,26.2338,21.566899999999997,9.3338,43.27835711205598
pl_masse,Kepler-46 b,2,281.27955,1907.0,1094.139775,1625.72045,148.58434791843663
pl_masse,Kepler-27 c,2,21.2,4385.87,2203.535,4364.67,198.07581908161208
pl_masse,CoRoT-2 b,6,1048.839,1150.5446,1090.1411666666665,101.7056,9.329580710265812
pl_masse,HD 106315 c,3,12.0,15.2,13.933333333333332,3.1999999999999993,22.966507177033492
pl_masse,OGLE-2012-BLG-0950L b,12,20.0,41.0,30.833333333333332,21.0,68.10810810810811
pl_masse,OGLE-TR-113 b,7,343.2564,432.2488,401.3714857142857,88.99240000000003,22.172078278462667
pl_masse,HAT-P-4 b,7,176.71348,216.1244,206.90542571428568,39.410920000000004,19.047794355292684
pl_masse,Kepler-30 d,2,23.1,5403.11,2713.105,5380.009999999999,198.29715399883156
pl_masse,Kepler-27 b,2,41.8,2895.31,1468.555,2853.5099999999998,194.30732931350883
pl_masse,HD 149026 b,6,102.34126,120.7754,111.716505,18.43414,16.500820536768494
pl_masse,WASP-25 b,6,139.8452,190.06234,176.712096925,50.21714,28.417488600858558
pl_masse,WASP-14 b,7,2294.7326,2809.6172,2472.2816142857146,514.8846000000003,20.826292483219373
pl_masse,WASP-107 b,5,30.5,38.1396,35.040194,7.6396000000000015,21.802390705941875
pl_masse,OGLE-TR-111 b,8,165.2716,247.9074,179.5730125,82.63579999999999,46.017939360459295
pl_masse,HAT-P-13 b,6,270.462,287.95398,280.2693683333334,17.491980000000012,6.241131559977057
pl_masse,EPIC 220674823 b,6,7.72,9.0,8.186666666666667,1.2800000000000002,15.635179153094464
pl_masse,Kepler-427 b,2,92.17,92.80636,92.48818,0.6363599999999963,0.6880446777090826
pl_masse,Kepler-595 b,3,11.9,23.6,17.633333333333333,11.700000000000001,66.35160680529302
pl_masse,K2-32 b,4,15.0,21.1,17.225,6.100000000000001,35.41364296081278
pl_masse,WASP-7 b,8,305.1168,397.2875,329.11296500000003,92.17070000000001,28.005794302269436
pl_masse,Kepler-419 b,2,794.5,820.0014,807.2507,25.50139999999999,3.159043404979393
pl_masse,HAT-P-18 b,4,58.16289,63.566,61.658392500000005,5.403110000000005,8.762975778195976
pl_masse,K2-100 b,2,8.0,21.8,14.9,13.8,92.61744966442953
pl_masse,MOA-2019-BLG-008L b,12,3813.940884,11759.651059,6912.76785225,7945.710175,114.94252873563218
pl_masse,Kepler-279 c,3,7.4,49.4,24.96666666666667,42.0,168.22429906542055
pl_masse,WASP-77 A b,7,529.31142902,727.8307,576.87673907,198.51927098,34.41277096733676
pl_masse,HD 3167 c,5,8.33,11.13,9.946000000000002,2.8000000000000007,28.152020912929824
pl_masse,HD 3167 b,6,4.73,5.69,5.17,0.96,18.568665377176018
pl_masse,WASP-62 b,4,165.2716,184.3414,177.82386000000002,19.069799999999987,10.72398270963187
pl_masse,Kepler-14 b,2,2440.9344,2669.66,2555.2972,228.72559999999976,8.95103708484476
pl_masse,KMT-2021-BLG-0171L b,11,5.8,12.1,9.036363636363637,6.3,69.71830985915493
pl_masse,GJ 3470 b,6,12.58,14.1,13.701666666666666,1.5199999999999996,11.093540931760124
pl_masse,WASP-33 b,4,371.8611,1303.0,845.6404225000001,931.1388999999999,110.11050030546521
pl_masse,WASP-10 b,6,940.7768,1071.0871,1009.0935,130.31029999999998,12.91360017679234
pl_masse,Kepler-328 c,2,39.4,87.48,63.44,48.080000000000005,75.78814627994957
pl_masse,HAT-P-6 b,6,335.932,419.5356,355.5434416666667,83.60359999999997,23.514313640013928
pl_masse,XO-5 b,6,332.45018,378.2,348.54828833333335,45.74982,13.125819730391925
pl_masse,WASP-26 b,5,270.1555,329.90754,315.029923028,59.752039999999965,18.967099831557647
pl_masse,K2-115 b,2,266.9772,321.00669107,293.991945535,54.029491070000006,18.37788139796767
pl_masse,Kepler-279 d,3,4.5,37.5,17.166666666666668,33.0,192.23300970873785
pl_masse,HAT-P-36 b,6,486.2799,611.82275,574.0604526666667,125.54285000000004,21.869273421783262
pl_masse,Kepler-30 b,4,8.8,78.6,40.5665,69.8,172.06315555939014
pl_masse,WASP-16 b,5,264.43456,394.1092,297.603516,129.67464,43.57295294858009
pl_masse,K2-105 b,2,15.4,30.0,22.7,14.6,64.31718061674009
pl_masse,Kepler-1655 b,2,5.0,5.4,5.2,0.40000000000000036,7.692307692307699
pl_masse,Kepler-434 b,2,908.96,947.1334,928.0467000000001,38.173400000000015,4.113305936005161
pl_masse,K2-18 b,4,7.2,8.92,8.1775,1.7199999999999998,21.03332314276979
pl_masse,HAT-P-56 b,3,603.877,734.1873,676.9779,130.3103000000001,19.248826291079826
pl_masse,WASP-47 d,7,10.4,16.8,14.071428571428571,6.4,45.48223350253807
pl_masse,HAT-P-34 b,4,1057.694,2227.9883,1398.282025,1170.2943,83.69515441636318
pl_masse,WASP-50 b,5,464.0318,524.4195,477.80855245799995,60.387699999999995,12.638471975720478
