pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,disc_year,discoverymethod,hostname
Kepler-1160 b,,1.917142857142857,7.9703681827375,844.4,1077.63,2016.0,Transit,Kepler-1160
Kepler-1161 b,,2.2141428571428574,10.712514829222222,493.6,547.726,2016.0,Transit,Kepler-1161
Kepler-1162 b,,2.1228571428571428,32.56353114433333,503.6,940.211,2016.0,Transit,Kepler-1162
Kepler-1162 c,,1.811600004,59.28411211857143,413.75,940.211,2023.0,Transit,Kepler-1162
Kepler-1163 b,,0.97525,6.1178797149,1160.8,478.64700000000005,2016.0,Transit,Kepler-1163
Kepler-1164 b,,1.142125,3.976001979811111,967.8,431.622,2016.0,Transit,Kepler-1164
Kepler-1165 b,,1.6001666666666665,9.4785208401875,949.0,1575.2,2016.0,Transit,Kepler-1165
Kepler-1165 c,,2.2151556416666667,29.96856373875,642.6,1575.2,2021.0,Transit,Kepler-1165
Kepler-1166 b,,1.8252857142857142,33.24086484883333,546.8,634.906,2016.0,Transit,Kepler-1166
Kepler-1167 b,,1.734142857142857,1.003937420675,1422.2,820.905,2016.0,Transit,Kepler-1167
Kepler-1168 b,,2.201857142857143,55.822559638255555,377.4,752.666,2016.0,Transit,Kepler-1168
Kepler-1169 b,,0.973,6.1101033797,1129.4,522.823,2016.0,Transit,Kepler-1169
Kepler-117 b,30.6375,7.0283999999999995,21.08122796852857,842.0,1455.57,2014.0,Transit,Kepler-117
Kepler-117 c,696.39,10.4768,50.79037584741539,604.0,1455.57,2014.0,Transit,Kepler-117
Kepler-1170 b,,2.543142857142857,9.989687550777779,692.6,1050.45,2016.0,Transit,Kepler-1170
Kepler-1171 b,,2.702142857142857,1.4425923720555556,2709.0,573.0,2016.0,Transit,Kepler-1171
Kepler-1172 b,,3.3175714285714286,26.020223595055555,581.6,1306.53,2016.0,Transit,Kepler-1172
Kepler-1173 b,,0.890375,0.7698540398555556,1632.8,377.06,2016.0,Transit,Kepler-1173
Kepler-1174 b,,1.7091428571428569,6.8922525203000005,1003.2,1408.75,2016.0,Transit,Kepler-1174
Kepler-1175 b,,2.9661428571428567,37.94553439384444,516.6,1121.89,2016.0,Transit,Kepler-1175
Kepler-1176 b,,2.0397142857142856,24.17402569375,560.4,864.699,2016.0,Transit,Kepler-1176
Kepler-1178 b,,0.8781666666666667,31.806445851885712,378.0,482.287,2016.0,Transit,Kepler-1178
Kepler-1179 b,,1.320375,2.685056798322222,1135.4,415.20500000000004,2016.0,Transit,Kepler-1179
Kepler-118 b,,1.555375,7.518516224977778,828.4,574.228,2014.0,Transit,Kepler-118
Kepler-118 c,,6.678625,20.1720226801,595.8,574.228,2014.0,Transit,Kepler-118
Kepler-1180 b,,1.8565714285714283,16.859827703633332,768.0,1596.8,2016.0,Transit,Kepler-1180
Kepler-1181 b,,1.5542857142857145,4.893386686177778,1342.4,938.417,2016.0,Transit,Kepler-1181
Kepler-1181 c,,1.6567999920000003,8.9348886685,1114.25,938.417,2023.0,Transit,Kepler-1181
Kepler-1182 b,,2.015285714285714,11.1738998413625,794.8,1545.39,2016.0,Transit,Kepler-1182
Kepler-1183 b,,2.8402857142857143,28.505464478377778,555.2,1919.19,2016.0,Transit,Kepler-1183
Kepler-1184 b,,2.5907142857142853,53.59907848656667,530.4,1157.84,2016.0,Transit,Kepler-1184
Kepler-1186 b,,2.284,16.07675645,719.2,1337.25,2016.0,Transit,Kepler-1186
Kepler-1187 b,,2.5065714285714287,18.870617167433334,702.2,1020.53,2016.0,Transit,Kepler-1187
Kepler-1188 b,,2.2564285714285712,17.136973526577776,776.6,1717.48,2016.0,Transit,Kepler-1188
Kepler-1189 b,,1.5521428571428573,3.7886185822125,1245.6,782.852,2016.0,Transit,Kepler-1189
Kepler-119 b,,3.7916250000000002,2.4220835933,1211.2,701.996,2014.0,Transit,Kepler-119
Kepler-119 c,,0.944625,4.1251056775,1013.4,701.996,2014.0,Transit,Kepler-119
Kepler-1190 b,,1.249857142857143,10.458443896522223,598.6,342.509,2016.0,Transit,Kepler-1190
Kepler-1191 b,,1.5417142857142856,5.6001052228875,900.0,955.5359999999998,2016.0,Transit,Kepler-1191
Kepler-1192 b,,2.4655714285714287,25.203376718933335,596.6,1304.19,2016.0,Transit,Kepler-1192
Kepler-1193 b,,1.305625,2.832647674211111,1388.0,802.116,2016.0,Transit,Kepler-1193
Kepler-1194 b,,1.74,16.223735357677775,762.2,757.382,2016.0,Transit,Kepler-1194
Kepler-1195 b,,2.1935714285714285,8.496419264637499,704.6,918.5660000000001,2016.0,Transit,Kepler-1195
Kepler-1196 b,,2.235285714285714,66.18442074472222,433.2,922.333,2016.0,Transit,Kepler-1196
Kepler-1197 b,,1.159625,2.032318110177778,986.8,486.93999999999994,2016.0,Transit,Kepler-1197
Kepler-1198 b,,1.6498571428571427,7.684795186900001,911.8,743.03,2016.0,Transit,Kepler-1198
Kepler-1199 b,,1.234,15.04473097526,832.4,563.493,2016.0,Transit,Kepler-1199
Kepler-120 b,8.5,2.1948999999999996,6.312535865975001,586.3333333333334,388.63,2014.0,Transit,Kepler-120
Kepler-120 c,,1.720888888888889,12.794547843508333,463.1666666666667,388.63,2014.0,Transit,Kepler-120
Kepler-1200 b,,1.0391428571428571,1.1185502133125,1168.6,588.715,2016.0,Transit,Kepler-1200
Kepler-1201 b,,1.973142857142857,15.187255544022223,792.2,944.241,2016.0,Transit,Kepler-1201
Kepler-1202 b,,2.600857142857143,28.68530704937778,546.4,1175.38,2016.0,Transit,Kepler-1202
Kepler-1203 b,,1.0222857142857142,0.5879999496875,1229.8,317.022,2016.0,Transit,Kepler-1203
Kepler-1205 b,,1.675857142857143,1.078390249425,1635.6,698.485,2016.0,Transit,Kepler-1205
Kepler-1206 b,,1.5751428571428572,1.216997742225,1299.2,762.019,2016.0,Transit,Kepler-1206
Kepler-1207 b,,1.7082857142857144,13.6823393222125,796.6,1754.19,2016.0,Transit,Kepler-1207
Kepler-1208 b,,2.4194285714285715,11.0850599253125,661.6,825.176,2016.0,Transit,Kepler-1208
Kepler-1209 b,,1.471125,25.369033623070003,763.0,505.531,2016.0,Transit,Kepler-1209
Kepler-121 b,,2.5725,3.17741637206,1009.2,510.5230000000001,2014.0,Transit,Kepler-121
Kepler-121 c,,2.644,41.008115476789996,430.2,510.5230000000001,2014.0,Transit,Kepler-121
Kepler-1210 b,,1.5902857142857143,8.0711831232375,858.4,1176.53,2016.0,Transit,Kepler-1210
Kepler-1211 b,,2.726125,11.01816583809,837.8,1826.5299999999997,2016.0,Transit,Kepler-1211
Kepler-1212 b,,1.8765714285714286,12.941281679444444,797.2,1316.57,2016.0,Transit,Kepler-1212
Kepler-1213 b,,1.173875,5.34975345,1121.6,807.812,2016.0,Transit,Kepler-1213
Kepler-1214 b,,2.423714285714286,18.8264669325,588.8,729.227,2016.0,Transit,Kepler-1214
Kepler-1215 b,,1.2472857142857143,4.7670359009125,1046.8,661.022,2016.0,Transit,Kepler-1215
Kepler-1216 b,,1.445,4.370380020825,1153.8,1258.36,2016.0,Transit,Kepler-1216
Kepler-1217 b,,1.8658571428571429,2.0323223837,1530.4,1347.71,2016.0,Transit,Kepler-1217
Kepler-1218 b,,1.476625,22.92226838851,698.0,840.5030000000002,2016.0,Transit,Kepler-1218
Kepler-1219 b,,2.119625,16.10475515613,892.2,880.895,2016.0,Transit,Kepler-1219
Kepler-122 b,,2.126111111111111,5.7661789258454546,1065.4,1027.45,2014.0,Transit,Kepler-122
Kepler-122 c,,5.324222222222222,12.466010347636363,823.2,1027.45,2014.0,Transit,Kepler-122
Kepler-122 d,,1.8841111111111113,21.587511008745455,686.2,1027.45,2014.0,Transit,Kepler-122
Kepler-122 e,27.7,2.2104,37.99597041189167,568.2,1027.45,2014.0,Transit,Kepler-122
Kepler-122 f,36.0,2.0085555555555556,56.259746784,498.6,1027.45,2014.0,Transit Timing Variations,Kepler-122
Kepler-1220 b,,1.4160000000000001,7.4269697554625,922.4,961.907,2016.0,Transit,Kepler-1220
Kepler-1221 b,,1.6433333333333333,12.000954414644445,636.2,913.6500000000001,2016.0,Transit,Kepler-1221
Kepler-1222 b,,0.771875,1.9169485643777777,1163.6,415.218,2016.0,Transit,Kepler-1222
Kepler-1223 b,,1.324142857142857,16.301330171644445,548.0,459.957,2016.0,Transit,Kepler-1223
Kepler-1224 b,,1.207375,13.323541578020002,856.8,559.598,2016.0,Transit,Kepler-1224
Kepler-1225 b,,2.0264285714285717,7.010745692475,1132.0,1347.52,2016.0,Transit,Kepler-1225
Kepler-1226 b,,1.712875,17.292266083690002,751.8,1125.72,2016.0,Transit,Kepler-1226
Kepler-1228 b,,1.4925,0.5773701046333333,1765.0,515.453,2016.0,Transit,Kepler-1228
Kepler-123 b,55.3,2.7239999999999998,17.232304548491665,781.8,1021.66,2014.0,Transit,Kepler-123
Kepler-123 c,,1.4252222222222222,26.695156321116666,675.8,1021.66,2014.0,Transit,Kepler-123
Kepler-1230 b,,3.005571428571429,9.95669178528889,943.6,1364.22,2016.0,Transit,Kepler-1230
Kepler-1231 b,,1.3898571428571427,10.41727994075,816.4,987.237,2016.0,Transit,Kepler-1231
Kepler-1232 b,,1.837625,26.78385425817,567.0,632.865,2016.0,Transit,Kepler-1232
Kepler-1233 b,,2.3357142857142854,45.12616515557777,602.8,1178.7,2016.0,Transit,Kepler-1233
Kepler-1234 b,,2.548428571428571,11.940131426712501,625.8,916.749,2016.0,Transit,Kepler-1234
Kepler-1235 b,,0.7382500000000001,4.160574329266667,980.8,540.604,2016.0,Transit,Kepler-1235
Kepler-1236 b,,1.9685714285714284,31.057311794444445,486.6,999.64,2016.0,Transit,Kepler-1236
Kepler-1238 b,,1.7354285714285713,4.147848054285714,1311.6,1632.13,2016.0,Transit,Kepler-1238
Kepler-1239 b,,2.1366666666666667,5.1910656521875,1166.4,2140.6,2016.0,Transit,Kepler-1239
Kepler-124 b,,0.896,3.4104654244444443,932.8,420.046,2014.0,Transit,Kepler-124
Kepler-124 c,,2.2337777777777776,13.821398529054546,585.6,420.046,2014.0,Transit,Kepler-124
Kepler-124 d,,1.3643333333333334,30.950665306372727,447.2,420.046,2014.0,Transit,Kepler-124
Kepler-1240 b,,1.294375,4.866409233555555,1066.2,862.186,2016.0,Transit,Kepler-1240
Kepler-1241 b,,2.6021428571428573,18.55258538691111,612.8,968.722,2016.0,Transit,Kepler-1241
Kepler-1242 b,,2.784,13.627990221977777,642.2,687.615,2016.0,Transit,Kepler-1242
Kepler-1243 b,,1.6654285714285713,16.832030137266667,687.8,758.17,2016.0,Transit,Kepler-1243
Kepler-1244 b,,1.3307142857142857,3.704285967,1675.8,1075.81,2016.0,Transit,Kepler-1244
Kepler-1245 b,,1.5594285714285714,4.3540866965500005,1043.6,805.936,2016.0,Transit,Kepler-1245
Kepler-1245 c,,1.601,2.9365860660142857,1189.25,805.936,2016.0,Transit,Kepler-1245
Kepler-1246 b,,1.3314285714285714,11.32274736825,552.6,436.505,2016.0,Transit,Kepler-1246
Kepler-1247 b,,2.351714285714286,13.712203169366667,669.4,1045.92,2016.0,Transit,Kepler-1247
Kepler-1248 b,,1.1199999999999999,7.467243310675,1035.4,593.026,2016.0,Transit,Kepler-1248
Kepler-1249 b,,2.036,24.334636663344444,646.6,1904.5400000000002,2016.0,Transit,Kepler-1249
Kepler-125 b,,2.627,4.164042912757143,599.5,183.365,2014.0,Transit,Kepler-125
Kepler-125 c,,0.8250833333333333,5.77410466385,538.8,183.365,2014.0,Transit,Kepler-125
Kepler-1250 b,,2.1815714285714285,2.6075429034249997,1420.8,2126.85,2016.0,Transit,Kepler-1250
Kepler-1251 b,,2.041857142857143,45.090429959888894,484.6,902.204,2016.0,Transit,Kepler-1251
Kepler-1252 b,,1.418,15.054002355562499,673.8,648.979,2016.0,Transit,Kepler-1252
Kepler-1254 b,,1.554857142857143,9.9911268936875,675.2,622.818,2016.0,Transit,Kepler-1254
Kepler-1254 c,,1.301,3.600837263657143,947.25,622.818,2016.0,Transit,Kepler-1254
Kepler-1254 d,,1.3306666666666667,5.727168208928572,811.25,622.818,2016.0,Transit,Kepler-1254
Kepler-1255 b,,2.2982857142857145,36.29189914418889,598.8,1617.07,2016.0,Transit,Kepler-1255
Kepler-1256 b,,1.463125,12.41282877821111,964.4,891.192,2016.0,Transit,Kepler-1256
Kepler-1257 b,,1.5015714285714286,2.6683154643,1247.6,1105.95,2016.0,Transit,Kepler-1257
Kepler-1258 b,,0.977125,0.9849407860333333,1945.8,717.555,2016.0,Transit,Kepler-1258
Kepler-1259 b,,1.5151428571428571,0.6630870708,1674.6,805.562,2016.0,Transit,Kepler-1259
Kepler-126 b,,1.5145454545454546,10.495680930799999,1008.0,237.401,2014.0,Transit,Kepler-126
Kepler-126 c,,1.5930909090909091,21.869662828146154,788.6,237.401,2014.0,Transit,Kepler-126
Kepler-1260 b,,1.8497142857142859,19.118747187455554,707.2,1734.4299999999998,2016.0,Transit,Kepler-1260
Kepler-1261 b,,2.4412857142857143,48.431055874277774,403.6,744.294,2016.0,Transit,Kepler-1261
Kepler-1262 b,,1.8121428571428573,9.7639371908625,913.8,1054.87,2016.0,Transit,Kepler-1262
Kepler-1263 b,,1.1135714285714287,4.551402749275001,915.2,664.83,2016.0,Transit,Kepler-1263
Kepler-1264 b,,1.134125,0.968525685125,1808.2,801.993,2016.0,Transit,Kepler-1264
Kepler-1265 b,,1.4894285714285715,6.4944380060125,723.2,583.641,2016.0,Transit,Kepler-1265
Kepler-1266 b,,2.49025,28.47491865897,479.8,849.312,2016.0,Transit,Kepler-1266
Kepler-1266 c,,1.5880342314285714,4.86635528,864.6,849.312,2021.0,Transit,Kepler-1266
Kepler-1267 b,,2.4655714285714287,13.03133570868889,705.8,1379.43,2016.0,Transit,Kepler-1267
Kepler-1268 b,,2.1834285714285717,40.99026162021111,609.2,1840.77,2016.0,Transit,Kepler-1268
Kepler-1269 b,,1.9457499999999999,37.332888678790006,613.6,1097.23,2016.0,Transit,Kepler-1269
Kepler-127 b,,1.4667,14.435937753216665,883.8,352.794,2014.0,Transit,Kepler-127
Kepler-127 c,,2.4569,29.393220487691664,697.4,352.794,2014.0,Transit,Kepler-127
Kepler-127 d,,2.5603000000000002,48.630360384341664,589.4,352.794,2014.0,Transit,Kepler-127
Kepler-1270 b,,3.0993749999999998,6.03338839388,1494.4,1095.05,2016.0,Transit,Kepler-1270
Kepler-1271 b,,1.334875,3.0255817927555557,1376.2,831.991,2016.0,Transit,Kepler-1271
Kepler-1272 b,,2.555285714285714,51.13124594253333,541.8,1206.37,2016.0,Transit,Kepler-1272
Kepler-1273 b,,2.3939999999999997,28.625540896900002,566.8,1114.24,2016.0,Transit,Kepler-1273
Kepler-1274 b,,1.2882500000000001,6.981529437077778,1343.4,614.648,2016.0,Transit,Kepler-1274
Kepler-1275 b,,1.271857142857143,3.656918229025,1323.6,1153.98,2016.0,Transit,Kepler-1275
Kepler-1276 b,,1.11175,12.57208875276,908.8,538.481,2016.0,Transit,Kepler-1276
Kepler-1277 b,,1.415,40.83644383555,481.8,557.193,2016.0,Transit,Kepler-1277
Kepler-1278 b,,0.95725,3.2394158723777777,1224.2,889.426,2016.0,Transit,Kepler-1278
Kepler-1279 b,,1.705875,23.4774083007,738.4,1494.2200000000003,2016.0,Transit,Kepler-1279
Kepler-128 b,14.921666666666667,1.3547142857142858,15.084700044705883,965.1666666666666,396.379,2013.0,Transit,Kepler-128
Kepler-128 c,14.201666666666668,1.3337857142857141,21.880171555882356,841.0,396.379,2013.0,Transit,Kepler-128
Kepler-1280 b,,2.381125,66.55800962315001,556.6,1486.7,2016.0,Transit,Kepler-1280
Kepler-1281 b,,1.6333333333333335,3.1160357804250003,1115.6,,2016.0,Transit,Kepler-1281
Kepler-1282 b,,1.5784285714285713,2.1319433006125,1370.0,1103.29,2016.0,Transit,Kepler-1282
Kepler-1283 b,,1.7065714285714286,12.946238605375001,771.0,2921.99,2016.0,Transit,Kepler-1283
Kepler-1284 b,,1.2034285714285713,0.6640747661874999,1687.2,882.324,2016.0,Transit,Kepler-1284
Kepler-1285 b,,1.155,14.79680062367,927.6,422.269,2016.0,Transit,Kepler-1285
Kepler-1286 b,,2.388428571428572,11.254051308355555,885.8,1354.46,2016.0,Transit,Kepler-1286
Kepler-1287 b,,1.483857142857143,11.476857057475,809.4,1003.26,2016.0,Transit,Kepler-1287
Kepler-1288 b,,1.5631428571428572,2.761200411022222,1895.6,814.078,2016.0,Transit,Kepler-1288
Kepler-1289 b,,1.4371428571428573,7.9902287717250005,926.6,1053.57,2016.0,Transit,Kepler-1289
Kepler-129 b,,2.296333333333333,15.791765936078573,889.2,408.845,2014.0,Transit,Kepler-129
Kepler-1290 b,,1.544,4.695059014025,1094.2,1593.7,2016.0,Transit,Kepler-1290
Kepler-1291 b,,1.5052857142857141,8.63038272355,739.0,897.352,2016.0,Transit,Kepler-1291
Kepler-1292 b,,1.8298571428571428,3.276459241875,1175.8,1493.43,2016.0,Transit,Kepler-1292
Kepler-1293 b,,1.0185,5.576548092122222,1209.4,1028.16,2016.0,Transit,Kepler-1293
Kepler-1295 b,,1.4922857142857142,3.8137130729375,1032.8,1174.46,2016.0,Transit,Kepler-1295
Kepler-1296 b,,1.552,8.384078845714287,950.0,1551.54,2016.0,Transit,Kepler-1296
Kepler-1297 b,,1.1027142857142855,1.681890753125,1705.4,1439.47,2016.0,Transit,Kepler-1297
Kepler-1298 b,,1.242625,7.1281278649,1278.2,544.163,2016.0,Transit,Kepler-1298
Kepler-1299 b,,2.6172857142857144,19.940044677388887,589.8,1404.94,2016.0,Transit,Kepler-1299
Kepler-130 b,,1.0252727272727273,8.457430382353847,975.8,316.663,2014.0,Transit,Kepler-130
Kepler-130 c,,2.887,27.508680965084615,662.8333333333334,316.663,2014.0,Transit,Kepler-130
Kepler-1300 b,,1.399375,22.24192672624,830.8,777.025,2016.0,Transit,Kepler-1300
Kepler-1301 b,,1.3958571428571427,9.082364304524999,732.6,854.28,2016.0,Transit,Kepler-1301
Kepler-1302 b,,1.542142857142857,8.8392195593125,775.6,634.58,2016.0,Transit,Kepler-1302
Kepler-1303 b,,1.2662857142857145,7.5612642908125,888.4,897.783,2016.0,Transit,Kepler-1303
Kepler-1304 b,,3.0061428571428572,16.12880498625,645.6,2176.08,2016.0,Transit,Kepler-1304
Kepler-1305 b,,1.8274285714285714,13.563120316075,731.4,1575.23,2016.0,Transit,Kepler-1305
Kepler-1306 b,,1.8124285714285713,16.295916842825,675.4,1107.5,2016.0,Transit,Kepler-1306
Kepler-1307 b,,2.422,18.01624678612222,767.8,1014.6200000000001,2016.0,Transit,Kepler-1307
Kepler-1308 b,,0.68575,2.1038533862,627.2,112.705,2016.0,Transit,Kepler-1308
Kepler-1309 b,,2.3233333333333337,28.84308875317778,490.2,,2016.0,Transit,Kepler-1309
Kepler-131 b,16.13,2.1249,16.091970295825,707.4,228.678,2014.0,Transit,Kepler-131
Kepler-131 c,8.25,0.8039999999999999,25.51695138546667,606.4,228.678,2014.0,Transit,Kepler-131
Kepler-1310 b,,1.3335,0.6793392235111111,1831.0,569.185,2016.0,Transit,Kepler-1310
Kepler-1311 b,,1.284125,11.172647022922224,954.6,866.3309999999999,2016.0,Transit,Kepler-1311
Kepler-1311 c,,1.19775,2.5357326054222225,1562.6,866.3309999999999,2016.0,Transit,Kepler-1311
Kepler-1312 b,,2.005125,5.44832396168,938.0,299.104,2016.0,Transit,Kepler-1312
Kepler-1312 c,,0.9193324771428572,1.116127776875,1589.8,299.104,2021.0,Transit,Kepler-1312
Kepler-1313 b,,2.850625,3.8330899893500003,1340.0,174.234,2016.0,Transit,Kepler-1313
Kepler-1314 b,,4.976666666666667,5.4247489009,578.8,,2016.0,Transit,Kepler-1314
Kepler-1315 b,,1.473875,0.8433804744444444,1504.6,480.869,2016.0,Transit,Kepler-1315
Kepler-1315 c,,1.66371269,6.566067885111111,757.8,480.86899999999997,2021.0,Transit,Kepler-1315
Kepler-1317 b,,1.4901428571428572,0.568874424325,1776.4,728.303,2016.0,Transit,Kepler-1317
Kepler-1319 b,,1.1429999999999998,2.8870567516,497.0,103.91699999999999,2016.0,Transit,Kepler-1319
Kepler-132 b,,1.2269999999999999,6.178198921733333,1079.0,349.549,2014.0,Transit,Kepler-132
Kepler-132 c,,1.3882222222222222,6.414912640708334,1066.5,349.549,2014.0,Transit,Kepler-132
Kepler-132 d,,1.6887777777777777,18.010153683016664,755.5,349.549,2014.0,Transit,Kepler-132
Kepler-1320 b,,1.599142857142857,0.8683863455625,1390.0,647.424,2016.0,Transit,Kepler-1320
Kepler-1321 b,,5.73925,11.12847072953,510.2,769.146,2016.0,Transit,Kepler-1321
Kepler-1321 c,,2.92975,2.22684249394,872.4,769.146,2016.0,Transit,Kepler-1321
Kepler-1321 d,,2.724739636666667,5.72086684825,636.6,769.146,2021.0,Transit,Kepler-1321
Kepler-1322 b,,1.5567142857142857,0.9628668449375,1668.2,1350.32,2016.0,Transit,Kepler-1322
Kepler-1322 c,,1.812487545,6.460054108714286,885.0,1350.32,2021.0,Transit,Kepler-1322
Kepler-1323 b,,1.46325,0.9299062321200001,2333.4,465.417,2016.0,Transit,Kepler-1323
Kepler-1324 b,,1.7062857142857142,4.1158475561375,876.4,481.667,2016.0,Transit,Kepler-1324
Kepler-1325 b,,2.8775714285714287,33.878679382166666,529.8,973.368,2016.0,Transit,Kepler-1325
Kepler-1326 b,,3.9605714285714284,42.35154225285555,747.0,698.326,2016.0,Transit,Kepler-1326
Kepler-1327 b,,1.8622857142857143,14.88794183965,831.4,678.069,2016.0,Transit,Kepler-1327
Kepler-1328 b,,1.1045,4.5215861163555555,1108.0,813.543,2016.0,Transit,Kepler-1328
Kepler-1329 b,,2.159142857142857,9.336481947966668,572.2,588.037,2016.0,Transit,Kepler-1329
Kepler-133 b,,1.948222222222222,8.129982879463638,1054.2,653.6,2014.0,Transit,Kepler-133
Kepler-133 c,,2.8947777777777777,31.51778680411818,671.2,653.6,2014.0,Transit,Kepler-133
Kepler-1330 b,,1.9557142857142857,10.107606548588889,822.0,1720.48,2016.0,Transit,Kepler-1330
Kepler-1331 b,,0.9500000000000001,0.7891615026,1229.8,319.197,2016.0,Transit,Kepler-1331
Kepler-1332 b,,1.2705,11.87458577729,709.8,528.685,2016.0,Transit,Kepler-1332
Kepler-1334 b,,2.2988571428571425,15.645914285488889,707.8,1223.04,2016.0,Transit,Kepler-1334
Kepler-1335 b,,1.5451428571428572,6.264060082,798.8,621.853,2016.0,Transit,Kepler-1335
Kepler-1336 b,,1.884375,23.1986959079,630.4,1126.64,2016.0,Transit,Kepler-1336
Kepler-1336 c,,1.56975,5.777212693422222,1001.4,1126.64,2016.0,Transit,Kepler-1336
Kepler-1337 b,,2.437142857142857,24.40028539861111,433.6,601.629,2016.0,Transit,Kepler-1337
Kepler-1338 b,,0.9666250000000001,0.9351178469666667,2037.4,753.26,2016.0,Transit,Kepler-1338
Kepler-1339 b,,0.9157500000000001,1.341556007811111,1810.6,371.049,2016.0,Transit,Kepler-1339
Kepler-134 b,,2.342896588181818,5.317436259108334,1106.6966666666667,334.797,2014.0,Transit,Kepler-134
Kepler-134 c,,1.3479999999999999,10.10574915855,986.4,334.7970000000001,2014.0,Transit,Kepler-134
Kepler-1340 b,,1.079,0.6650265173222222,2084.4,981.7790000000001,2016.0,Transit,Kepler-1340
Kepler-1342 b,,1.679142857142857,2.2157122361875,1276.8,890.724,2016.0,Transit,Kepler-1342
Kepler-1343 b,,2.108285714285714,3.35183408335,1297.0,1756.71,2016.0,Transit,Kepler-1343
Kepler-1344 b,,1.797375,4.768302369180001,1210.2,853.959,2016.0,Transit,Kepler-1344
Kepler-1345 b,,2.4655,44.61694102902,693.2,1355.02,2016.0,Transit,Kepler-1345
Kepler-1346 b,,1.3595714285714284,3.4016525081875,1247.8,843.701,2016.0,Transit,Kepler-1346
Kepler-1347 b,,0.9866666666666667,14.009456231344444,613.6,,2016.0,Transit,Kepler-1347
Kepler-1348 b,,1.7347142857142859,27.572164125055554,591.4,1213.82,2016.0,Transit,Kepler-1348
Kepler-1349 b,,0.6713749999999999,2.128233484,1632.8,276.323,2016.0,Transit,Kepler-1349
Kepler-135 b,,1.9337777777777778,6.0025394937000005,1187.0,621.855,2014.0,Transit,Kepler-135
Kepler-135 c,,1.1854444444444445,11.448636965999999,957.8,621.855,2014.0,Transit,Kepler-135
Kepler-1350 b,,2.295,4.49716988696,557.8,340.691,2016.0,Transit,Kepler-1350
Kepler-1350 c,,1.624875,1.7671470854222222,759.4,340.691,2016.0,Transit,Kepler-1350
Kepler-1351 b,,0.5987142857142856,0.91614106015,1203.2,202.782,2016.0,Transit,Kepler-1351
Kepler-1352 b,,0.83825,1.877880060011111,1720.0,670.829,2016.0,Transit,Kepler-1352
Kepler-1353 b,,1.987142857142857,24.75442344712222,482.6,593.384,2016.0,Transit,Kepler-1353
Kepler-1355 b,,1.3854285714285715,1.289589701975,1445.2,911.269,2016.0,Transit,Kepler-1355
Kepler-1356 b,,1.4088571428571428,0.634002858425,1682.4,845.228,2016.0,Transit,Kepler-1356
Kepler-1357 b,,1.1914285714285715,3.009125939175,1177.0,1015.69,2016.0,Transit,Kepler-1357
Kepler-1358 b,,1.1938571428571427,7.063168833775,829.0,546.998,2016.0,Transit,Kepler-1358
Kepler-1359 b,,3.047,59.497111498888884,373.4,614.859,2016.0,Transit,Kepler-1359
Kepler-136 b,19.8,2.0157777777777777,11.578914030727274,920.2,420.818,2014.0,Transit,Kepler-136
Kepler-136 c,,1.9135,16.399231082572726,820.0,420.818,2014.0,Transit,Kepler-136
Kepler-1360 b,,3.220428571428571,40.52877153482222,656.8,1516.27,2016.0,Transit,Kepler-1360
Kepler-1361 b,,0.894625,3.5755415142555558,1042.2,389.143,2016.0,Transit,Kepler-1361
Kepler-1363 b,,1.2362857142857142,2.941941468625,977.8,541.714,2016.0,Transit,Kepler-1363
Kepler-1364 b,,2.091666666666667,13.322009576511112,1134.6,1056.9,2016.0,Transit,Kepler-1364
Kepler-1365 b,,0.9645,7.699921297133333,905.6,840.128,2016.0,Transit,Kepler-1365
Kepler-1365 c,,0.825375,4.774674394111111,1061.2,840.128,2016.0,Transit,Kepler-1365
Kepler-1366 b,,1.39575,2.164060676677778,790.2,465.826,2016.0,Transit,Kepler-1366
Kepler-1367 b,,0.8741428571428571,1.5740892203,900.0,401.484,2016.0,Transit,Kepler-1367
Kepler-1368 b,,1.438,0.6756493413375,2060.8,1635.82,2016.0,Transit,Kepler-1368
Kepler-1369 b,,2.857714285714286,25.87311578011111,665.6,1236.56,2016.0,Transit,Kepler-1369
Kepler-137 b,,1.6233333333333333,8.436395420136364,757.6,302.979,2014.0,Transit,Kepler-137
Kepler-137 c,,2.143,18.735754418,581.0,302.979,2014.0,Transit,Kepler-137
Kepler-1370 b,,1.963875,20.26420008775,786.0,1004.1,2016.0,Transit,Kepler-1370
Kepler-1370 c,,1.278875,7.441389516099999,1097.8,1004.1,2016.0,Transit,Kepler-1370
Kepler-1371 b,,0.759375,3.4462019929333336,1033.0,515.334,2016.0,Transit,Kepler-1371
Kepler-1371 c,,0.640125,2.0054126295,1238.8,515.334,2016.0,Transit,Kepler-1371
Kepler-1372 b,,1.2265714285714286,1.3115580424875,1646.4,1303.22,2016.0,Transit,Kepler-1372
Kepler-1373 b,,1.1176249999999999,1.2912349700222223,1859.8,1699.4599999999998,2016.0,Transit,Kepler-1373
Kepler-1374 b,,2.198571428571429,10.652787210933333,712.2,1078.46,2016.0,Transit,Kepler-1374
Kepler-1375 b,,1.4484285714285714,3.3004214083375,1463.8,1430.84,2016.0,Transit,Kepler-1375
Kepler-1376 b,,1.0678571428571428,5.3087832854125,1040.6,868.056,2016.0,Transit,Kepler-1376
