pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,disc_year,discoverymethod,hostname,density
HD 63433 c,16.3695,2.624786553333333,20.5442344290225,641.0533333333333,22.4035,2020.0,Transit,HD 63433,0.9052185326181351
HD 63935 b,10.65,2.86060748,9.058812966666666,866.7400000000001,48.97389999999999,2021.0,Transit,HD 63935,0.4549616581161837
HD 63935 c,11.1,2.9885185266666667,21.401770966666664,641.7266666666667,48.97389999999999,2021.0,Radial Velocity,HD 63935,0.41586763376039154
HD 73344 b,11.455,2.929111556666667,15.6099473316525,870.3299999999999,35.26,2024.0,Transit,HD 73344,0.45581368144125156
HD 73583 b,13.05,2.6850625,6.398055575,695.675,31.5666,2022.0,Transit,HD 73583,0.6741356806659388
HD 77946 b,9.64,2.8329083166666664,6.52734447125,1139.3449999999998,99.45099999999998,2024.0,Transit,HD 77946,0.4240132965479666
HD 80653 b,5.66,1.61228058,0.71957855246,2382.4700000000003,109.86,2020.0,Transit,HD 80653,1.3504999188807234
HD 86226 c,7.25,2.1441350000000003,3.9845450749999998,1358.0,45.683,2020.0,Transit,HD 86226,0.7354982236775125
HD 89345 b,36.37291,7.123466305,11.81426366921,1062.305,132.345,2018.0,Transit,HD 89345,0.10062454390852606
HD 93963 A c,18.799999999999997,3.1136668566666668,3.645144533333333,1233.1499999999999,82.3432,2022.0,Transit,HD 93963 A,0.6227896946924354
HD 97658 b,8.1481567575,2.298458,9.490708099999999,738.6666666666666,21.5618,2010.0,Radial Velocity,HD 97658,0.6710419314481794
HIP 116454 b,11.0833,2.5177699999999996,9.10734554,708.05,62.4491,2014.0,Transit,HIP 116454,0.6944179290849224
HIP 29442 c,4.5,1.5655000000000001,3.53795795,1170.0,68.192,2023.0,Radial Velocity,HD 42813,1.172879236191977
HIP 29442 d,5.119999999999999,1.4540000000000002,6.4296625,959.0,68.192,2023.0,Radial Velocity,HD 42813,1.6656231234169236
HIP 41378 b,6.89,2.6460566666666665,15.5718083,935.5,106.289,2016.0,Transit,HIP 41378,0.37189625080758454
HIP 41378 c,4.4,2.52893495,31.707082707905,726.75,106.289,2016.0,Transit,HIP 41378,0.27204434408234357
HIP 8152 b,8.35,2.484813706666667,10.75101155262,812.4499999999999,101.694,2023.0,Transit,HIP 8152,0.5442581904382147
HIP 97166 b,19.55,2.6196479333333333,10.288903333333332,647.2199999999999,65.9501,2021.0,Transit,HIP 97166,1.087471731882264
HR 858 b,3.55,1.95347,3.5855223333333335,1509.3333333333333,31.964,2019.0,Transit,HR 858,0.47622053103691264
HR 858 c,3.8,2.103257823333333,5.973569149603333,1277.9133333333332,31.964,2019.0,Transit,HR 858,0.4084191128229692
HR 858 d,7.1,2.080155486666667,11.230323825693333,1035.7633333333333,31.964,2019.0,Transit,HR 858,0.788807357461845
K2-10 b,26.1,3.7782442657142856,19.303945375,676.0,272.36,2015.0,Transit,K2-10,0.48391647912685526
K2-107 b,266.9772,15.188744843999999,3.3139281,1714.5,685.2000000000002,2017.0,Transit,K2-107,0.07619184927993344
K2-110 b,16.53333333333333,2.553741655714286,13.863232573333333,606.0,116.474,2017.0,Transit,K2-110,0.9927263281504567
K2-113 b,410.0007,11.852053999999999,5.817644950000001,1137.3333333333333,635.722,2017.0,Transit,K2-113,0.24626559015299207
K2-114 b,621.8852320466666,10.76957611125,11.390502456897,695.3083333333334,475.758,2017.0,Transit,K2-114,0.49786823018061316
K2-115 b,293.991945535,11.641615280000002,20.272885369999997,647.25,413.591,2017.0,Transit,K2-115,0.186335542889665
K2-12 b,5.2,2.3830391216666666,8.282188516666666,1014.5,326.381,2015.0,Transit,K2-12,0.3842464177542689
K2-121 b,51.0,7.69846046375,5.185796372727273,778.0,169.398,2017.0,Transit,K2-121,0.1117785637006177
K2-131 b,6.8999999999999995,1.7495358571428572,0.36926361712,2097.6733333333336,152.509,2017.0,Transit,K2-131,1.2884885010788494
K2-136 c,18.1,3.1615,17.307142183333333,517.6666666666666,59.2474,2017.0,Transit,K2-136,0.5727947337341674
K2-136 d,3.0,1.5216666666666665,25.573855,396.5,59.2474,2017.0,Transit,K2-136,0.8514569078769236
K2-138 b,2.8200000000000003,1.5233333333333334,2.353173333333333,1157.0,202.585,2017.0,Transit,K2-138,0.797745333223852
K2-138 c,6.27,2.3596666666666666,3.55997075,1012.0,202.585,2017.0,Transit,K2-138,0.47721662833867934
K2-138 e,13.54,3.2749924999999998,8.26147312,775.5,202.585,2017.0,Transit,K2-138,0.38546747150934585
K2-138 f,2.05,2.814666666666666,12.757342000000001,653.0,202.585,2017.0,Transit,K2-138,0.09193332151874874
K2-139 b,123.00021,9.310979136,28.381943200000002,544.5,153.856,2017.0,Transit,K2-139,0.1523771310598036
K2-141 b,5.13,1.5402580000000001,0.2802592,2117.6666666666665,61.873599999999996,2018.0,Transit,K2-141,1.403902494176134
K2-141 c,7.7,7.0,7.7485,695.0,61.8736,2018.0,Transit,K2-141,0.022448979591836737
K2-157 b,1.14,0.9968269599999999,0.3652585,2432.0,298.373,2018.0,Transit,K2-157,1.150921029104682
K2-167 b,6.5,2.3242868528571425,9.977762061057144,1146.825,80.8994,2018.0,Transit,K2-167,0.5176594894237538
K2-182 b,20.48833743,2.79112750125,4.736963335,993.5600000000001,154.83,2018.0,Transit,K2-182,0.942253350372043
K2-199 c,12.5,2.764476065,7.3744415624999995,662.0,107.518,2018.0,Transit,K2-199,0.5916590482556001
K2-216 b,7.05,1.691356892857143,2.1747914857142856,1018.75,115.461,2018.0,Transit,K2-216,1.4570798220441736
K2-222 b,7.199999999999999,2.3352538800000002,15.3877024426,813.0425,101.32099999999998,2018.0,Transit,K2-222,0.5653666536683803
K2-229 b,2.5433333333333334,1.1692959833333332,0.5842061666666667,1847.0,102.56400000000001,2018.0,Transit,K2-229,1.5908524815374738
K2-232 b,124.748275,11.946040666666667,11.1684397575,1067.3333333333333,130.72,2018.0,Transit,K2-232,0.07317497495574857
K2-237 b,442.179900675,17.1936655,2.1805414414733333,1792.6799999999998,314.995,2018.0,Transit,K2-237,0.08699485683317074
K2-238 b,273.3338,14.5717,3.2046860333333336,1587.0,537.963,2018.0,Transit,K2-238,0.08834107397359509
K2-25 b,24.5,3.692773106666667,3.4845159307083335,470.905,44.9565,2015.0,Transit,K2-25,0.4865284169211802
K2-260 b,498.99173002,18.203207763333335,2.626687083333333,2006.6666666666667,663.834,2018.0,Transit,K2-260,0.0827274371001187
K2-261 b,65.53604917833333,9.705994264285716,11.633487460000001,1016.6666666666666,213.283,2018.0,Transit,K2-261,0.07167375626880017
K2-265 b,6.160612066666666,1.66659864375,2.36900991198,1288.8033333333333,138.671,2018.0,Transit,K2-265,1.3308551513177223
K2-266 d,8.9,3.053942015,14.697760010553333,525.62,77.5586,2018.0,Transit,K2-266,0.31246950974384147
K2-266 e,14.3,3.1391716599999997,19.482741648065,478.525,77.5586,2018.0,Transit,K2-266,0.46226481917267337
K2-27 b,30.066666666666666,4.91001612,6.771317567,923.5,249.64500000000004,2016.0,Transit,K2-27,0.2540016448264658
K2-277 b,7.4,2.1796597385714285,6.327101181868889,978.4925000000001,113.123,2018.0,Transit,K2-277,0.7146042800516829
K2-280 b,43.05,7.449156456666667,19.8951135,755.6666666666666,391.537,2018.0,Transit,K2-280,0.10414822384997789
K2-285 b,9.68,2.621225,3.4716547,1125.95,154.961,2018.0,Transit,K2-285,0.5374801789814992
K2-285 c,15.68,3.56758,7.1383076,764.2,154.961,2018.0,Transit,K2-285,0.34532251607401776
K2-285 d,6.5,2.48,10.45582,619.9,154.961,2018.0,Transit,K2-285,0.42614589976838646
K2-285 e,10.7,1.95,14.76289,500.9,154.961,2018.0,Transit,K2-285,1.4430452300274785
K2-287 b,100.91077012,9.41555196,14.893290499999999,804.0,158.335,2018.0,Transit,K2-287,0.12089272513335565
K2-29 b,213.422845,12.045878998333334,3.258873322394445,1098.13,178.475,2016.0,Transit,K2-29,0.12210274174639699
K2-290 b,10.9,3.06,9.21165,1230.0,272.909,2019.0,Transit,K2-290,0.3804190165393624
K2-291 b,6.460000000000001,1.56609,2.225129475,1240.5,90.0562,2019.0,Transit,K2-291,1.6818310594885781
K2-292 b,24.5,2.63,16.9841,795.0,114.293,2019.0,Transit,K2-292,1.346786761932682
K2-295 b,106.47305,10.398268250000001,4.024879896,864.0,232.801,2018.0,Transit,K2-295,0.09470145334325078
K2-30 b,189.74451,12.851838821428572,4.098445025321,1139.6525,333.042,2016.0,Transit,K2-30,0.08938680372023296
K2-329 b,82.6358,8.7240457,12.455745835110001,660.1949999999999,233.237,2020.0,Transit,K2-329,0.12445559920576438
K2-34 b,503.8400075,14.015585119999999,2.9956358785714285,1651.0,348.646,2016.0,Transit,K2-34,0.18300331205202583
K2-36 b,4.433333333333334,1.4181861387499999,1.4226191,1246.0,109.749,2016.0,Transit,K2-36,1.5542850772870453
K2-37 d,12.5,2.4919597733333334,14.091817166666667,654.5,179.943,2016.0,Transit,K2-37,0.807768532556002
K2-38 c,8.325,2.436666666666667,10.56107,896.25,192.68999999999997,2016.0,Transit,K2-38,0.5754344723549795
K2-419 A b,196.0,10.641598668,20.35833740447,363.90999999999997,268.685,2024.0,Transit,K2-419 A,0.16264302492980084
K2-55 b,44.0,4.313786666666666,2.8493024077777775,906.0,159.522,2016.0,Transit,K2-55,0.5481213076982692
K2-66 b,18.65,2.665,5.0693983000000005,1399.5,513.877,2016.0,Transit,K2-66,0.9853424563981174
K2-85 b,3.2,1.28796006,0.68455552452,1355.0,97.2179,2016.0,Transit,K2-85,1.4977619433607439
K2-98 b,28.735879850000003,4.8807127825,10.136866256,1207.0,518.625,2016.0,Transit,K2-98,0.24715804155484689
KELT-10 b,215.96494338,15.337135906666667,4.16623228566,1301.33,188.404,2016.0,Transit,KELT-10,0.059861895133984586
KELT-11 b,60.49353447666667,14.7989657175,4.736193708961,1536.8100000000002,99.1596,2017.0,Transit,KELT-11,0.0186644358525771
KELT-12 b,301.9385,17.67596,5.031626875,1728.0,368.03,2017.0,Transit,KELT-12,0.05467256667441701
KELT-14 b,394.1092,17.931355666666665,1.7100478383333335,1789.0,250.121,2016.0,Transit,KELT-14,0.06835608774391055
KELT-15 b,352.7913,17.235069623333334,3.3294588706433337,1629.13,324.683,2016.0,Transit,KELT-15,0.06890944312342524
KELT-16 b,874.0325,16.49693041,0.968993381908,2392.615,444.58600000000007,2017.0,Transit,KELT-16,0.19467857315837714
KELT-17 b,416.3573,17.07751252,3.0801761194174997,2012.3600000000001,226.5,2016.0,Transit,KELT-17,0.08359731836308892
KELT-18 b,375.0394,17.862415,2.871708295,2183.0,321.3759999999999,2017.0,Transit,KELT-18,0.06580461759490465
KELT-2 A b,503.11813666666666,14.760815,4.113786792,2080.0,134.058,2012.0,Transit,KELT-2 A,0.15643681372767482
KELT-21 b,1242.7153,18.571837000000002,3.612768595,2197.5,470.878,2018.0,Transit,KELT-21,0.1940023788732504
KELT-23 A b,298.12454,14.758753500000001,2.2552809726666667,1454.5,126.26100000000001,2019.0,Transit,KELT-23 A,0.09273607027430729
KELT-3 b,505.7414245725,15.89805379,2.703389702,1803.0,210.252,2013.0,Transit,KELT-3,0.1258625833226337
KELT-4 A b,286.36411315,18.972526676666664,2.989575044,1758.905,218.05,2016.0,Transit,KELT-4 A,0.0419317584423773
KELT-6 b,147.47115333333332,13.736707999999998,7.845625828571428,1377.5,240.72599999999997,2014.0,Transit,KELT-6,0.056893031708035655
KELT-7 b,424.30305,17.640932333333335,2.734768708,1928.0,136.681,2015.0,Transit,KELT-7,0.07728790784361829
KELT-8 b,252.67485,20.2264766525,3.2440636657825,1551.605,197.572,2015.0,Transit,KELT-8,0.030535237625398927
KOI-142 b,9.1,3.784125,10.924515116444445,769.0,376.863,2013.0,Transit,KOI-142,0.16793645085022782
KOI-1833 d,11.02,2.202,7.684429135999999,590.8,290.324,2021.0,Transit,Kepler-968,1.0321187092873236
KPS-1 b,346.4347,10.872585,1.706316005,1275.0,262.706,2018.0,Transit,KPS-1,0.26953983058816977
Kepler-100 c,7.05,2.266,12.815876169461538,929.2,304.645,2014.0,Transit,Kepler-100,0.6059117861044117
Kepler-100 d,3.0,1.5214545454545456,35.33308288006154,662.4,304.645,2014.0,Transit,Kepler-100,0.8518130879297844
Kepler-101 b,51.1,5.1076,3.487688483818182,1344.0,927.9810000000001,2014.0,Transit,Kepler-101,0.38350432424739783
Kepler-101 c,3.78,1.093,6.029716972,1145.6666666666667,927.9809999999999,2014.0,Transit,Kepler-101,2.8948849868972415
Kepler-102 d,3.1333333333333333,1.3131666666666666,10.31175882212857,644.6666666666666,107.796,2014.0,Transit,Kepler-102,1.3837162735259443
Kepler-103 b,10.39,3.2828230769230773,15.965337295433333,873.6666666666666,494.832,2014.0,Transit,Kepler-103,0.2936791500089249
Kepler-104 b,19.6,2.6873636363636364,11.427573697061538,913.8,400.785,2014.0,Transit,Kepler-104,1.009896256873029
Kepler-106 c,10.44,2.4581,13.570771900291668,792.8,444.322,2014.0,Transit,Kepler-106,0.7029134577526807
Kepler-106 e,11.17,2.6531,43.84443983574167,535.6,444.322,2014.0,Transit,Kepler-106,0.5981254946422379
Kepler-107 b,3.655,1.5585000000000002,3.18001509575,1481.142857142857,525.997,2014.0,Transit,Kepler-107,0.9655326437588145
Kepler-107 c,9.695,1.75925,4.901443294514286,1281.857142857143,525.997,2014.0,Transit,Kepler-107,1.780594937661002
Kepler-107 e,11.35,3.0365,14.749138444878572,888.0,525.997,2014.0,Transit,Kepler-107,0.4053927757654926
Kepler-109 b,6.1,2.4093333333333335,6.481633162021429,1175.3333333333333,474.861,2014.0,Transit,Kepler-109,0.43615330476318387
Kepler-11 d,6.935,3.2686153846153845,22.686810060158823,653.0,646.346,2010.0,Transit,Kepler-11,0.19858891540450446
Kepler-11 e,7.71,4.077,31.9962592525,582.2,646.346,2010.0,Transit,Kepler-11,0.1137711750788764
Kepler-113 b,11.7,1.9746,4.754000651166666,771.6,262.351,2014.0,Transit,Kepler-113,1.5196671083652622
Kepler-113 c,8.7,2.5119,8.925078260683334,625.4,262.351,2014.0,Transit,Kepler-113,0.5489239942595473
Kepler-12 b,137.1422125,18.732532974615385,4.43796377314,1380.63,881.386,2011.0,Transit,Kepler-12,0.020863234252695536
Kepler-120 b,8.5,2.1948999999999996,6.312535865975001,586.3333333333334,388.63,2014.0,Transit,Kepler-120,0.8038494338173906
Kepler-122 e,27.7,2.2104,37.99597041189167,568.2,1027.45,2014.0,Transit,Kepler-122,2.564880603797112
Kepler-123 b,55.3,2.7239999999999998,17.232304548491665,781.8,1021.66,2014.0,Transit,Kepler-123,2.7359226924195394
Kepler-131 b,16.13,2.1249,16.091970295825,707.4,228.678,2014.0,Transit,Kepler-131,1.6811980509046744
Kepler-136 b,19.8,2.0157777777777777,11.578914030727274,920.2,420.818,2014.0,Transit,Kepler-136,2.4173371742527787
Kepler-139 b,7.0,2.6119999999999997,15.77116375133077,762.8,391.038,2014.0,Transit,Kepler-139,0.39280637021282316
Kepler-139 d,2.0,1.9285714285714286,7.305660949199999,984.8,391.038,2023.0,Transit,Kepler-139,0.2788192856779962
Kepler-145 b,35.55,2.3343636363636366,22.95067667352857,886.6,566.85,2013.0,Transit,Kepler-145,2.794692805940936
Kepler-15 b,210.71869,11.987794755833333,4.942784120635714,1081.0157142857142,739.412,2011.0,Transit,Kepler-15,0.12231653264862113
Kepler-1655 b,5.2,2.1415555555555557,11.8728994956,880.5,213.25999999999996,2018.0,Transit,Kepler-1655,0.5294382423243733
Kepler-1656 b,48.2,4.67229236375,31.577146886837273,581.7757142857142,185.875,2018.0,Transit,Kepler-1656,0.4725600532874403
Kepler-17 b,769.1374333333333,14.686692065,1.485711231357143,1592.91875,720.753,2011.0,Transit,Kepler-17,0.24279066309431163
Kepler-170 b,82.6,3.043,7.93061729315,886.8,738.657,2014.0,Transit,Kepler-170,2.9313939706187457
Kepler-183 c,35.7,2.4562,11.63703102185,798.8,1050.64,2014.0,Transit,Kepler-183,2.4092231911087025
Kepler-184 c,8.8,2.0956,20.30301924953333,634.2,610.326,2014.0,Transit,Kepler-184,0.9562192949896936
Kepler-189 c,22.7,2.7211,20.134901785275,540.8,591.534,2014.0,Transit,Kepler-189,1.1266586366038325
Kepler-197 c,5.3,1.3081666666666667,10.349738956307144,933.6,330.575,2014.0,Transit,Kepler-197,2.3674817152291565
Kepler-20 b,9.366666666666665,1.9569166666666666,3.6961172130285713,1097.875,282.563,2011.0,Transit,Kepler-20,1.2498792813125095
Kepler-20 c,13.316666666666668,2.9940833333333337,10.85409330117857,767.0,282.563,2011.0,Transit,Kepler-20,0.49613958344098064
Kepler-215 d,23.6,2.379,30.864370508999997,588.8,485.997,2014.0,Transit,Kepler-215,1.752785116635215
Kepler-221 b,5.95575,1.569,2.795903955807692,1089.4,385.23100000000005,2014.0,Transit,Kepler-221,1.5419405463562192
Kepler-221 c,12.2,2.8651,5.690619225884616,859.4,385.23100000000005,2014.0,Transit,Kepler-221,0.518728938379649
Kepler-221 d,3.61,2.695222222222222,10.041567867425,710.6,385.231,2014.0,Transit,Kepler-221,0.18438409907033698
Kepler-226 c,45.2,2.5823,5.349593864791667,917.4,980.138,2014.0,Transit,Kepler-226,2.62493376359953
Kepler-244 d,15.2,2.6311,20.050454742375,596.4,1036.49,2014.0,Transit,Kepler-244,0.8345099595160029
Kepler-254 c,3.2,2.3134,12.412154432991665,770.2,1389.48,2014.0,Transit,Kepler-254,0.25846264510694583
Kepler-297 b,48.5,3.0633,38.868990950000004,564.2,692.14,2014.0,Transit,Kepler-297,1.6872255596178083
Kepler-305 b,8.85,3.396818181818182,5.487317297284616,846.8,868.477,2013.0,Transit,Kepler-305,0.22580126279788099
Kepler-305 c,5.25,3.197545454545455,8.290816787361539,738.4,868.477,2013.0,Transit,Kepler-305,0.16058653329252603
Kepler-305 d,7.65,2.7425454545454544,16.73883390416923,584.2,868.477,2014.0,Transit,Kepler-305,0.3708514081812983
Kepler-31 b,36.7418,5.450555555555556,20.860448766666668,779.8,1664.6399999999999,2011.0,Transit,Kepler-31,0.2269018918703737
Kepler-33 c,0.39,2.7571000000000003,13.175591050433333,1010.8,1209.16,2011.0,Transit,Kepler-33,0.01860831513412766
Kepler-338 b,30.6,2.4541666666666666,13.727048729628573,991.6,552.798,2014.0,Transit,Kepler-338,2.070185523270445
Kepler-338 e,8.5,1.6604545454545454,9.341408345,1127.4,552.798,2014.0,Transit Timing Variations,Kepler-338,1.8566838146937188
Kepler-350 d,13.093075,2.6063333333333336,26.136264843138463,748.6,956.859,2013.0,Transit,Kepler-350,0.7395231614209365
Kepler-351 b,4.8,2.8587777777777776,37.05461799283636,497.4,1083.91,2014.0,Transit,Kepler-351,0.20544711393550627
Kepler-385 b,12.8,2.9593,10.043734627272729,954.2,1432.61,2014.0,Transit,Kepler-385,0.4939045047415323
Kepler-396 b,75.5,3.335888888888889,42.992500377,522.8,223.75700000000003,2013.0,Transit,Kepler-396,2.0338186299344674
Kepler-4 b,24.154625000000003,4.085078856363636,3.213642849793077,1530.2675,487.916,2009.0,Transit,Kepler-4,0.3543226915985133
Kepler-406 b,6.35,1.4032,2.42630147885,1319.0,364.03,2014.0,Transit,Kepler-406,2.298343819319451
Kepler-407 b,2.565,1.1642727272727273,0.6693122051230769,2037.6,338.368,2014.0,Transit,Kepler-407,1.6252613078520821
Kepler-411 b,25.6,2.0296759563636364,3.0051587335942855,1000.4975,153.676,2013.0,Transit,Kepler-411,3.0616803302177598
Kepler-411 c,26.4,3.5304335350000002,7.834434665794616,724.1,153.676,2016.0,Transit,Kepler-411,0.5999565617903336
Kepler-412 b,297.3788133333333,13.488165946363637,1.7208607070346154,1700.9142857142856,1086.24,2014.0,Transit,Kepler-412,0.12118568517084374
Kepler-414 b,3.5,1.947222222222222,4.6996888091999995,1025.8,413.46,2014.0,Transit Timing Variations,Kepler-414,0.4740470985195985
Kepler-414 c,29.9,2.890888888888889,7.170754586700001,890.8,413.46,2014.0,Transit Timing Variations,Kepler-414,1.2375905615915657
Kepler-416 b,58.2,2.5741111111111112,6.319387923,1034.8,690.819,2014.0,Transit Timing Variations,Kepler-416,3.412252156975649
Kepler-417 b,11.0,2.394,12.330929716666667,666.4,973.9889999999999,2014.0,Transit Timing Variations,Kepler-417,0.801715438745511
Kepler-422 b,146.19835,12.501304014545456,7.8914471526985706,1007.725,722.795,2014.0,Transit,Kepler-422,0.0748301336569528
Kepler-423 b,203.51199333333332,13.136270716363638,2.684326965939231,1333.202857142857,758.753,2014.0,Transit,Kepler-423,0.08977878801143982
Kepler-425 b,75.63979,10.196515988,3.7970172431183333,980.2885714285715,646.647,2014.0,Transit,Kepler-425,0.07135015169901657
Kepler-426 b,107.584355,11.608526114545453,3.2175187803384615,1205.185714285714,843.695,2014.0,Transit,Kepler-426,0.06877298462636662
Kepler-427 b,92.48818,11.534785555555555,10.290994374127273,941.0,1017.7999999999998,2014.0,Transit,Kepler-427,0.06026395895762766
Kepler-428 b,405.2262,11.637772858,3.5256342846241666,962.5157142857144,686.2839999999999,2014.0,Transit,Kepler-428,0.25709160019248006
Kepler-43 b,998.4953,12.372210262666666,3.0240943447126667,1531.361,1005.84,2011.0,Transit,Kepler-43,0.5272348977962156
Kepler-45 b,157.74724,11.066019603333332,2.45552234320125,773.8611111111111,381.949,2011.0,Transit,Kepler-45,0.11640924264510301
Kepler-454 b,6.09779355,2.0155741666666667,10.573489545185714,858.0,230.869,2015.0,Transit,Kepler-454,0.7446914477347385
Kepler-48 c,12.67,2.731,9.673952433521427,732.6,306.738,2012.0,Transit,Kepler-48,0.6220302629651971
Kepler-48 d,7.93,2.0407,42.896151852866666,445.4,306.738,2014.0,Transit,Kepler-48,0.933116123762253
Kepler-5 b,666.7207275000001,15.45196189,3.5484641186725,1697.9222222222222,899.777,2009.0,Transit,Kepler-5,0.18071452974222108
Kepler-50 b,8.9,1.7079090909090908,7.812771961666666,1213.6,250.11,2012.0,Transit,Kepler-50,1.7864701171006852
Kepler-549 b,11.0,2.706777777777778,42.949644813836365,472.4,635.145,2016.0,Transit,Kepler-549,0.5546702566858277
Kepler-553 b,116.00736855,4.695377648888889,4.030467646136364,1033.1666666666667,728.525,2016.0,Transit,Kepler-553,1.120660309459866
Kepler-59 c,3.81,1.8732222222222223,17.978049782727272,756.0,1163.22,2012.0,Transit,Kepler-59,0.5796382972814182
Kepler-6 b,207.93796,13.285552326923076,3.2347005850494117,1385.1744444444444,587.039,2009.0,Transit,Kepler-6,0.0886737216323662
Kepler-62 d,14.0,2.0126,18.164071725641666,500.3333333333333,300.874,2013.0,Transit,Kepler-62,1.7173374101673413
Kepler-63 b,120.0,5.840240640999999,9.43415071529,800.0749999999999,194.033,2013.0,Transit,Kepler-63,0.60240562665482
Kepler-643 b,321.0083,11.09025111111111,16.33889549422,967.6,1063.58,2016.0,Transit,Kepler-643,0.23533803469725886
Kepler-65 b,2.4,1.4555833333333332,2.1549111745357146,1702.0,303.728,2012.0,Transit,Kepler-65,0.7782157554494685
Kepler-65 d,4.14,1.6433333333333333,8.131240823486667,1094.4,303.728,2012.0,Transit,Kepler-65,0.9328747697742599
Kepler-68 b,7.26132,2.319756,5.398756416516666,1183.5,144.166,2013.0,Transit,Kepler-68,0.5816860599340645
Kepler-7 b,139.907688,17.514146692857143,4.88549124698,1539.238,922.562,2009.0,Transit,Kepler-7,0.026042017785009128
Kepler-76 b,636.7094333333333,13.369787972727272,1.5449293819058332,2012.3528571428574,822.9599999999999,2013.0,Orbital Brightness Modulation,Kepler-76,0.2664205523665546
Kepler-8 b,186.1668,15.449817475384615,3.5225002611400003,1587.6333333333334,1021.87,2010.0,Transit,Kepler-8,0.05048149113283096
Kepler-81 b,17.2,2.3053333333333335,5.954910481107692,574.1666666666666,348.291,2012.0,Transit,Kepler-81,1.4038711759332962
Kepler-84 c,20.2,2.74125,12.882915563000001,828.6,1023.9,2012.0,Transit,Kepler-84,0.9806305872760237
Kepler-92 b,64.3,3.619636363636364,13.748845333515384,968.6,477.992,2013.0,Transit,Kepler-92,1.3558640480882274
Kepler-92 c,6.1,2.4394545454545455,26.723225418930767,776.2,477.992,2013.0,Transit,Kepler-92,0.4201957390426572
Kepler-95 b,13.0,3.1134999999999997,11.523072184166667,910.4,445.656,2014.0,Transit,Kepler-95,0.4307216899057797
Kepler-96 b,8.46,2.4841011309090906,16.238475850213334,694.5766666666667,122.881,2014.0,Transit,Kepler-96,0.5519027339252504
Kepler-97 b,3.51,1.5644,2.5866380331916665,1330.0,400.90700000000004,2014.0,Transit,Kepler-97,0.9167769691747452
Kepler-98 b,3.55,1.8740999999999999,1.5416773226250002,1500.0,350.315,2014.0,Transit,Kepler-98,0.5393244025664619
Kepler-99 b,6.15,1.7145,4.603575735166666,816.6,208.369,2014.0,Transit,Kepler-99,1.2202888622510102
L 168-9 b,4.335,1.4938951033333332,1.4015178750425,951.5466666666666,25.1496,2020.0,Transit,L 168-9,1.3002557727344943
L 98-59 c,2.262,1.353585,3.6906281511142858,518.75,10.6194,2019.0,Transit,L 98-59,0.9120864451505296
LHS 1478 b,2.33,1.3174608650000001,1.94953906892,577.89,18.2276,2021.0,Transit,LHS 1478,1.018926249807804
LHS 1678 b,0.35,0.7842931633333333,0.8602350929833333,830.44,19.8782,2021.0,Transit,LHS 1678,0.7254922148981563
LHS 1678 c,1.4,0.9886135666666666,3.694263802943333,510.9,19.8782,2021.0,Transit,LHS 1678,1.4489331136210328
LP 714-47 b,30.8,4.826156675,4.052035575,667.745,52.616,2020.0,Transit,LP 714-47,0.27399741570544367
LP 791-18 c,7.1,2.577947866666667,4.9899238197175,335.4866666666667,26.4927,2019.0,Transit,LP 791-18,0.4144154683200187
LP 791-18 d,0.9,1.032,2.753436,395.5,26.4927,2023.0,Transit,LP 791-18,0.8188482355851266
LTT 1445 A b,2.5300000000000002,1.3467359016666667,5.358775307497143,449.34799999999996,6.86929,2019.0,Transit,LTT 1445 A,1.0357935629326234
LTT 3780 b,2.4725,1.29352894,0.768394704222,906.4725,21.9814,2020.0,Transit,LTT 3780,1.142372793512857
LTT 3780 c,7.4875,2.347358874,12.252358303373333,359.775,21.981399999999997,2020.0,Transit,LTT 3780,0.5788930840242956
MASCARA-1 b,1175.971,18.694914060000002,2.1466877699999998,3023.7666666666664,182.273,2017.0,Transit,MASCARA-1,0.17998080617983703
NGTS-1 b,258.07796,12.76070904,2.647303706235,764.02,218.121,2017.0,Transit,NGTS-1,0.12420140197624976
NGTS-10 b,687.14846,13.506845,0.7668944,1332.0,,2020.0,Transit,NGTS-10,0.2788616734795579
NGTS-11 b,109.33352,9.0692265,35.45570283333333,460.0,190.422,2020.0,Transit,NGTS-11,0.14656915545778043
NGTS-12 b,66.10864,11.179075480000002,7.533257234136666,1206.54,446.442,2020.0,Transit,NGTS-12,0.04731954471747124
NGTS-14 A b,29.24036,4.781278,3.5357151499999997,1089.5,322.148,2021.0,Transit,NGTS-14 A,0.26751659487702084
NGTS-15 b,238.68913366,12.32987877,3.27623,1146.0,786.485,2021.0,Transit,NGTS-15,0.12733747342995932
NGTS-16 b,211.99154747,14.57167491,4.84532,1177.0,898.168,2021.0,Transit,NGTS-16,0.06851570392766641
NGTS-17 b,242.82090295,13.89913607,3.24253,1457.0,1040.28,2021.0,Transit,NGTS-17,0.09043210704661002
NGTS-18 b,129.99181846,13.604104705000001,3.0516535123999997,1421.1,1096.19,2021.0,Transit,NGTS-18,0.051630475121921524
NGTS-2 b,235.1942,18.2133275,4.5111333,1533.5,356.391,2018.0,Transit,NGTS-2,0.03892769752473194
NGTS-21 b,750.07504052,14.90794433,1.5433897,1357.0,592.891,2022.0,Transit,NGTS-21,0.22638697016858322
