pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,disc_year,discoverymethod,hostname,density
NGTS-23 b,194.82881349,14.20177855,4.0764326,1327.0,1074.95,2022.0,Transit,NGTS-23,0.06801817522297401
NGTS-24 b,165.27077164,12.623901285,3.4675135,1369.0,683.062,2022.0,Transit,NGTS-24,0.08215145984111363
NGTS-25 b,203.09235207,11.46678726,2.823093,1101.0,521.233,2022.0,Transit,NGTS-25,0.1347002195492795
NGTS-26 b,92.80589484,14.88552637,4.5199279,1331.0,1093.69,2024.0,Transit,NGTS-26,0.028137335779984427
NGTS-27 b,188.47224535,14.67076853,3.3704247,1753.0,942.122,2024.0,Transit,NGTS-27,0.05968824498335553
NGTS-3 A b,756.4354,14.91298815,1.67526477863,1434.44,743.972,2018.0,Transit,NGTS-3 A,0.22807507516431222
NGTS-32 b,181.16219199,15.91675259,3.31211,1750.0,837.457,2025.0,Transit,NGTS-32,0.044926663826720545
NGTS-33 b,1153.71711741,18.449014175000002,2.8279718000000003,1801.0,437.855,2024.0,Transit,NGTS-33,0.18372990165169176
NGTS-4 b,20.6,3.10328932,1.33731207436,1520.935,280.555,2019.0,Transit,NGTS-4,0.6892875273143072
NGTS-5 b,72.78307,12.692612,3.35726715,917.5,306.779,2019.0,Transit,NGTS-5,0.035594045992432995
NGTS-8 b,295.5819,11.821007250000001,2.49991806403,1285.51,428.976,2019.0,Transit,NGTS-8,0.17894286456928582
NGTS-9 b,921.707,11.60232656,4.4352768000000005,1406.56,609.128,2019.0,Transit,NGTS-9,0.5901435037725038
OGLE-TR-111 b,179.5730125,11.4029498,4.01478232,1026.5,1068.33,2004.0,Transit,OGLE-TR-111,0.12111262891534372
OGLE-TR-182 b,332.6576333333333,15.206819999999999,3.9791000000000003,1550.0,2501.75,2007.0,Transit,OGLE-TR-182,0.09459807032991252
OGLE-TR-211 b,260.6159666666667,14.511838666666668,3.67724,1686.0,1515.26,2007.0,Transit,OGLE-TR-211,0.08527734971114956
Qatar-1 b,402.74113166666666,12.949631125,1.4200252916000002,1356.5,185.61500000000004,2010.0,Transit,Qatar-1,0.18546151084185322
Qatar-10 b,233.92288,18.1745435,1.6453239400000002,1886.5,559.068,2019.0,Transit,Qatar-10,0.038965671821533855
Qatar-2 b,795.642376,12.810495857142858,1.3371074434615384,1307.0,181.374,2011.0,Transit,Qatar-2,0.37846008675848314
Qatar-6 b,214.69362099,12.602943686666668,3.50618873542,966.755,100.848,2017.0,Transit,Qatar-6,0.10725144537022027
Qatar-7 b,597.5204,18.38584894,2.0320316662224998,1961.205,705.981,2019.0,Transit,Qatar-7,0.09613945910605175
Qatar-8 b,117.91493,14.817182500000001,3.71470662,1444.5,281.498,2019.0,Transit,Qatar-8,0.03624698661545416
Qatar-9 b,378.2177,12.3386405,1.540764365,1097.5,213.771,2019.0,Transit,Qatar-9,0.2013445678031356
Ross 176 b,4.57,2.032235,5.0066279,706.5,46.4488,2025.0,Transit,Ross 176,0.5444956568720579
TIC 139270665 b,147.15455244,7.22979255,23.624,703.0,189.875,2024.0,Transit,TIC 139270665,0.38940022165311566
TIC 237913194 b,617.22586,12.157874795,15.16891864884,872.355,306.063,2020.0,Transit,TIC 237913194,0.34345600475508203
TIC 257060897 b,207.224121365,17.1732561,3.66003233611,1733.1033333333332,505.703,2021.0,Transit,TIC 257060897,0.040914982282203596
TIC 46432937 b,1017.0509024,13.31626907,1.44044527,872.0,90.5369,2024.0,Transit,TIC 46432937,0.4307199656305407
TOI-1011 b,4.04,1.44828,2.47049805,1364.0,52.62,2025.0,Transit,TOI-1011,1.3299146346047597
TOI-1052 b,16.9,2.96649275,9.139753482995001,1070.995,129.804,2023.0,Transit,TOI-1052,0.6473763516550023
TOI-1062 b,10.15,2.282785,4.114008800000001,951.5,82.1733,2021.0,Transit,TOI-1062,0.8532396163009945
TOI-1064 b,13.5,2.523672015,6.4438668737,748.14,68.0726,2022.0,Transit,TOI-1064,0.8399144112368457
TOI-1064 c,2.5,2.6262383,12.226566759434998,604.675,68.0726,2022.0,Transit,TOI-1064,0.13801859968746494
TOI-1075 b,9.95,1.7911862433333334,0.6047349468933333,1293.8666666666666,61.4592,2022.0,Transit,TOI-1075,1.7314136832598737
TOI-1107 b,1064.72516345,14.234924435,4.078238930155,1672.915,281.314,2022.0,Transit,TOI-1107,0.3691237760965293
TOI-1117 b,8.9,2.51389,2.22816125,1486.0,167.598,2025.0,Transit,TOI-1117,0.5602104367231326
TOI-1130 b,19.54,3.65620833,4.072236498562001,759.8875,58.26090000000001,2020.0,Transit,TOI-1130,0.39978984460946243
TOI-1130 c,319.88749369749996,14.217874210000002,8.350168533333333,593.175,58.2609,2020.0,Transit,TOI-1130,0.11129951159249932
TOI-1135 b,51.42,9.143226666666665,8.0277303,1126.3933333333334,114.048,2024.0,Transit,TOI-1135,0.06727188750963183
TOI-1136 c,6.96,2.7214709233333334,6.257539125,1038.1299999999999,84.5362,2022.0,Transit,TOI-1136,0.34530124467217665
TOI-1173 b,27.85,9.200240326666666,7.064539266666666,875.65,132.353,2024.0,Transit,TOI-1173,0.035762484566570225
TOI-1174 b,32.0,2.4757818,8.953474394333334,718.415,94.6375,2024.0,Transit,TOI-1174,2.1086906883048
TOI-1180 b,10.0,3.0371780966666666,9.686754992666666,672.5899999999999,72.0238,2024.0,Transit,TOI-1180,0.3569350712687688
TOI-1181 b,375.58573737,16.125863997499998,2.1031855875,2489.56,302.819,2022.0,Transit,TOI-1181,0.08956536780343115
TOI-1184 b,6.8,2.3839643633333334,5.748436567666666,767.735,58.59459999999999,2024.0,Transit,TOI-1184,0.5018912630148182
TOI-1194 b,132.464876795,8.693781119999999,2.3106438,1235.7633333333333,149.667,2023.0,Transit,TOI-1194,0.20159262227654723
TOI-1199 b,75.96098927,10.596011950000001,3.6714673500000004,1334.0,248.427,2024.0,Transit,TOI-1199,0.06385035170899686
TOI-1201 b,6.28,2.316879255,2.49197866165,671.49,37.8871,2021.0,Transit,TOI-1201,0.5049512374570732
TOI-1203 b,3.51,1.52,4.1572888,1361.2,64.9943,2025.0,Radial Velocity,TOI-1203,0.9994851654760167
TOI-1203 d,7.39,2.94107305,25.511101345735,703.245,64.9943,2025.0,Transit,TOI-1203,0.2904872021269708
TOI-1235 b,6.5,1.7817375,3.4447182999999995,871.6666666666666,39.6345,2020.0,Transit,TOI-1235,1.1491644826572742
TOI-1238 b,3.76,1.22536129,0.764588829245,1136.54,70.7145,2022.0,Transit,TOI-1238,2.0435975590253634
TOI-1238 c,8.32,2.31742795,3.2947524598699998,697.8,70.7145,2022.0,Transit,TOI-1238,0.6685049148019363
TOI-1244 b,6.6,2.3720481633333335,6.40029907708,706.9549999999999,102.551,2024.0,Transit,TOI-1244,0.4945081194223474
TOI-1246 b,8.1,3.1459939649999997,4.307445662419999,954.94,169.422,2022.0,Transit,TOI-1246,0.2601425322278543
TOI-1246 c,8.95,2.470014603333333,5.904136280683333,860.6999999999999,169.422,2022.0,Transit,TOI-1246,0.5939152441463126
TOI-1246 d,5.35,3.77612838,18.655218960339997,586.5266666666666,169.422,2022.0,Transit,TOI-1246,0.09936044530936101
TOI-1246 e,14.65,3.5119434866666666,37.92409277884666,462.80333333333334,169.422,2022.0,Transit,TOI-1246,0.33821671613005105
TOI-1248 b,27.4,6.88245583,4.360154865345001,956.85,168.735,2024.0,Transit,TOI-1248,0.08404662223771131
TOI-1249 b,11.9,3.26294005,13.07915455,730.9449999999999,139.49,2024.0,Transit,TOI-1249,0.34254661298959055
TOI-125 b,9.5,2.71663,4.652802899999999,1136.3333333333333,111.059,2019.0,Transit,TOI-125,0.47384044585367313
TOI-125 c,6.63,2.7230366666666668,9.1526867,786.2666666666668,111.059,2019.0,Transit,TOI-125,0.32836212721345986
TOI-125 d,13.6,2.738585,19.98078545,600.05,111.059,2020.0,Transit,TOI-125,0.6621558695895561
TOI-1259 A b,140.16232749,12.004885415,3.4779782428233332,930.1,118.106,2021.0,Transit,TOI-1259 A,0.0810134716426035
TOI-1260 b,8.58,2.4434298566666666,3.1274688152966665,848.0133333333333,73.5977,2021.0,Transit,TOI-1260,0.588149400910946
TOI-1260 c,12.5,2.784455783333333,7.493181777746667,633.8666666666667,73.5977,2021.0,Transit,TOI-1260,0.5790139614026287
TOI-1268 b,96.4,8.707641148,8.15772288,889.45,109.55699999999999,2022.0,Transit,TOI-1268,0.14600760091528805
TOI-1269 b,6.4,2.3748905750000002,4.252977720304999,999.7149999999999,172.138,2024.0,Transit,TOI-1269,0.4778033189217243
TOI-1272 b,25.8,4.288916356666666,3.3159857333333336,953.0,137.572,2022.0,Transit,TOI-1272,0.32702200439303963
TOI-1273 b,70.55790635,10.222685445,4.6312987,1144.5,177.118,2024.0,Transit,TOI-1273,0.0660466345402341
TOI-1279 b,10.6,2.943969395,9.61417678411,754.45,107.055,2024.0,Transit,TOI-1279,0.415437783752593
TOI-1288 b,43.05,5.0584938775,2.699868075,1369.4800000000002,114.865,2022.0,Transit,TOI-1288,0.33259021642384623
TOI-1294 b,63.9,9.779024405000001,3.91528285,1281.37,332.648,2024.0,Transit,TOI-1294,0.06833044801599732
TOI-1295 b,451.31633794,15.330575425,3.196883798605,2015.56,388.227,2024.0,Transit,TOI-1295,0.12525806172203716
TOI-1296 b,95.00643264499999,14.162478,3.9443711653025,1479.4866666666667,323.265,2021.0,Transit,TOI-1296,0.033445313143924044
TOI-1298 b,106.073456445,9.63339146,4.5371471076525,1330.8766666666668,319.036,2021.0,Transit,TOI-1298,0.11865036953752356
TOI-132 b,22.4,3.5298362599999997,2.1096919535333334,1339.96,163.678,2020.0,Transit,TOI-132,0.5093125035457988
TOI-1333 b,753.2571,15.429132,4.7202051,1644.0,200.492,2021.0,Transit,TOI-1333,0.20507784741521776
TOI-1347 b,11.649999999999999,1.7893337733333334,0.8474231905833333,1592.3500000000001,147.476,2024.0,Transit,TOI-1347,2.033535917901481
TOI-1347 c,7.7,1.6317838866666667,4.841991272056666,962.9966666666666,147.476,2024.0,Transit,TOI-1347,1.7721594880872098
TOI-1386 b,46.41930212,5.52719536,25.839044066666663,652.81,146.858,2024.0,Transit,TOI-1386,0.27490596385114535
TOI-1410.01,12.5,3.1585093633333337,1.2168594,1204.2766666666666,72.7512,2024.0,Transit,TOI-1410,0.39670119337510534
TOI-1411 b,2.0,1.3209353066666667,1.4520457,1079.1333333333334,32.4778,2022.0,Transit,TOI-1411,0.8677314744103883
TOI-1416 b,3.48,1.610185,1.0697594499999998,1553.5,55.0135,2023.0,Transit,TOI-1416,0.8335888832572672
TOI-1420 b,25.1,11.990411485,6.95610983346,914.75,201.918,2023.0,Transit,TOI-1420,0.014560338086428891
TOI-1422 b,10.200000000000001,3.893716375,12.9986572524,828.2975,155.141,2022.0,Transit,TOI-1422,0.17278547491384982
TOI-1422 c,14.0,2.61,34.5633,628.0,155.141,2025.0,Radial Velocity,TOI-1422,0.7874201309918385
TOI-1431 b,991.62462984,16.31704062,2.6502345,2045.0,148.925,2021.0,Transit,TOI-1431,0.2282564829035195
TOI-1437 b,10.0,2.2260434733333336,18.840870999999996,831.115,103.29699999999998,2024.0,Transit,TOI-1437,0.9065652652686836
TOI-1438 b,9.4,2.64952851,5.1396683,927.19,110.513,2025.0,Transit,TOI-1438,0.5053846679446482
TOI-1438 c,10.6,2.620975,9.4280896,708.5,110.513,2025.0,Transit,TOI-1438,0.5887314410760038
TOI-1439 b,38.5,3.96152805,27.643930849999997,774.7,230.306,2024.0,Transit,TOI-1439,0.6192592800003769
TOI-1443 b,30.0,2.209110005,23.54071235,542.3299999999999,85.8034,2024.0,Transit,TOI-1443,2.7827181906294327
TOI-1444 b,3.5966666666666662,1.4173312775,0.47027114845,2138.88,125.463,2021.0,Transit,TOI-1444,1.2632406033019326
TOI-1448 b,19.5,2.69220214,8.10466342798,407.065,73.3345,2024.0,Transit,TOI-1448,0.9993361916385862
TOI-1450 A b,1.258,1.11124038,2.043927090385,691.1949999999999,22.4467,2024.0,Transit,TOI-1450 A,0.9167619890021947
TOI-1451 b,15.2,2.56545951,16.537965200000002,737.165,91.9362,2024.0,Transit,TOI-1451,0.9002188320615322
TOI-1452 b,4.82,1.64524719,11.062001872295,315.075,30.5212,2022.0,Transit,TOI-1452,1.0823147199504801
TOI-1453 b,2.32,1.1735250000000002,4.3135244,953.6,78.7415,2025.0,Transit,TOI-1453,1.4355256174107467
TOI-1453 c,2.95,2.17573,6.58869295,732.9,78.7415,2025.0,Transit,TOI-1453,0.28642242399568846
TOI-1467 b,9.0,1.8252774999999999,5.9713539492350005,530.3133333333334,37.4418,2024.0,Transit,TOI-1467,1.479979870287998
TOI-1468 b,3.125,1.3786209733333334,1.88052157244,663.0833333333334,24.739899999999995,2022.0,Transit,TOI-1468,1.1926564958920238
TOI-1468 c,5.369999999999999,2.0678586633333333,15.532465829733333,328.02333333333337,24.739899999999995,2022.0,Transit,TOI-1468,0.6073118154502666
TOI-1470 b,7.32,2.190359075,2.52718762122,697.95,51.9503,2023.0,Transit,TOI-1470,0.6965705861963619
TOI-1470 c,7.24,2.47,18.08816,373.0,51.9503,2023.0,Transit,TOI-1470,0.4804494564849162
TOI-1472 b,16.5,4.319057839999999,6.36361027579,818.575,121.84,2024.0,Transit,TOI-1472,0.20479383747434723
TOI-1478 b,275.08116408,12.072449783333333,10.180242374999999,1018.5,152.892,2021.0,Transit,TOI-1478,0.15634162827755627
TOI-150.01,676.9779,14.474997049999999,5.8574142344,1410.87,336.267,2019.0,Transit,TOI-150,0.22321277139140133
TOI-1516 b,1004.33776612,16.260456875000003,2.05601465,1839.0,247.054,2022.0,Transit,TOI-1516,0.23360469229700262
TOI-1518 b,731.0053361,20.296671385,1.90260778716,2704.7650000000003,225.888,2021.0,Transit,TOI-1518,0.08742710270319823
TOI-157 b,375.0394,13.92902225,2.08454123445,1525.975,355.683,2020.0,Transit,TOI-157,0.13877620238647173
TOI-1601 b,350.82585,14.232358143333334,5.331683666666667,1568.6566666666668,336.608,2021.0,Transit,TOI-1601,0.12169171024693896
TOI-163 b,387.7526,15.658136055,4.2311792207200005,1626.675,411.719,2019.0,Transit,TOI-163,0.10100306001073965
TOI-1669 c,13.0,2.32004885,2.6800535500000002,1241.58,111.276,2024.0,Transit,TOI-1669,1.041002959937415
TOI-1670 c,191.96835783,10.687691743333334,40.7500026,614.0,168.067,2022.0,Transit,TOI-1670,0.15724537910103353
TOI-1685 b,3.28,1.5768629571428572,0.6691407320314287,1036.1166666666666,37.6153,2021.0,Transit,TOI-1685,0.8365501674960374
TOI-169 b,251.40353,11.61325164,2.2554462055925,1647.3899999999999,407.84,2020.0,Transit,TOI-169,0.16051287057656827
TOI-1691 b,14.6,3.3684002266666666,16.736896145,768.745,111.445,2024.0,Transit,TOI-1691,0.38201621039647327
TOI-1694 b,28.700000000000003,5.430188295,3.7701414022175,1011.0600000000001,124.68,2023.0,Transit,TOI-1694,0.17924094664228057
TOI-1695 b,5.93,1.9097655366666666,3.13428422064,635.4533333333334,45.1309,2022.0,Transit,TOI-1695,0.8513625409635559
TOI-1696 b,52.7,3.1671284400000004,2.50038336611,504.55,64.9172,2022.0,Transit,TOI-1696,1.658874711980655
TOI-1710 b,23.03333333333333,5.226167895,24.28339155,662.33,81.2271,2022.0,Transit,TOI-1710,0.16136402551387907
TOI-1723 b,10.4,3.22875673,13.726820714333334,792.49,100.72700000000002,2024.0,Transit,TOI-1723,0.30897786364995267
TOI-1728 b,26.78,4.99475,3.4914565499999997,742.5,60.798,2020.0,Transit,TOI-1728,0.21491627568160773
TOI-1736 b,12.333333333333334,2.8408763375,7.073090175,1115.1975,88.9482,2023.0,Transit,TOI-1736,0.5379271707286366
TOI-1742 b,9.7,2.12109299,21.2690631,732.0450000000001,72.8871,2024.0,Transit,TOI-1742,1.0164654192351208
TOI-1749 c,14.0,2.059014915,4.491018342389999,649.2,99.5561,2021.0,Transit,TOI-1749,1.6037975954937433
TOI-1749 d,15.0,2.384687305,9.04720192748,514.08,99.5561,2021.0,Transit,TOI-1749,1.1061064883859955
TOI-1751 b,17.0,2.7613448333333337,37.46850473333333,844.3199999999999,113.335,2024.0,Transit,TOI-1751,0.807396734950096
TOI-1753 b,16.6,2.547794335,5.384617148305,1003.595,226.671,2024.0,Transit,TOI-1753,1.003725563472949
TOI-1758 b,6.9,3.5232728000000004,20.705117195,541.22,96.62150000000001,2024.0,Transit,TOI-1758,0.15776486044465085
TOI-1775 b,96.0,8.37175948,10.2405516,733.9449999999999,149.234,2024.0,Transit,TOI-1775,0.16361420454188685
TOI-1776 b,1.4,1.3097594799999999,2.8004297354,1255.0500000000002,44.647,2024.0,Transit,TOI-1776,0.623093734228634
TOI-178 b,1.23,1.176,1.91455905,1040.0,62.699,2021.0,Transit,TOI-178,0.7562809241425295
TOI-178 c,4.705,1.6459456366666665,3.2384537718266664,837.3399999999999,62.69899999999999,2021.0,Transit,TOI-178,1.0551474820113327
TOI-178 e,3.67,2.2629108866666665,9.96223189641,575.615,62.69899999999999,2021.0,Transit,TOI-178,0.3167114093529722
TOI-178 g,4.17,3.1866679999999996,20.711544666666665,502.97,62.69899999999999,2021.0,Transit,TOI-178,0.12886221649699767
TOI-1789 b,222.4798849,14.266516105,3.2086990666666666,1607.0,229.067,2021.0,Transit,TOI-1789,0.07661908446213522
TOI-1794 b,8.7,3.3136395949999997,8.765537424369999,992.4849999999999,155.791,2024.0,Transit,TOI-1794,0.23911313835519807
TOI-1798.01,6.5,2.3903905,8.021511940163334,735.7,113.181,2024.0,Transit,TOI-1798,0.47589023587047613
TOI-1798.02,5.6,1.4114030875,0.437811414615,2000.3633333333335,113.181,2024.0,Transit,TOI-1798,1.9917500539431985
TOI-1799 b,4.0,1.5640345166666665,7.091387304026667,917.34,62.1274,2024.0,Transit,TOI-1799,1.0454926680959122
TOI-1803 b,10.32,2.987775,6.29324905,758.0,119.24,2025.0,Transit,TOI-1803,0.38693323135407376
TOI-1803 c,8.0,4.253465,12.88582095,582.0,119.24,2025.0,Transit,TOI-1803,0.10395883318465748
TOI-1807 b,2.505,1.4159639575,0.5493717425,1833.3666666666668,42.5775,2021.0,Transit,TOI-1807,0.8823708124253212
TOI-181 b,46.1687,7.0074899550000005,4.53202508646,873.01,96.2338,2023.0,Transit,TOI-181,0.1341714750617592
TOI-1811 b,308.9292116,11.43161341,3.7130733,862.1,128.23,2023.0,Transit,TOI-1811,0.2067932641374835
TOI-1820 b,731.0053361,12.102719,4.860673500000001,1263.0,248.504,2022.0,Transit,TOI-1820,0.41235541041545687
TOI-1823 b,67.4,7.873787050000001,38.80677489999999,454.815,71.6456,2024.0,Transit,TOI-1823,0.13807304470034482
TOI-1824 b,16.0,2.59920845,22.80855245,536.335,59.4314,2024.0,Transit,TOI-1824,0.911164208753838
TOI-1836 b,30.79915023,8.2675575725,20.380816593545,917.7566666666667,191.649,2024.0,Transit,TOI-1836,0.054501323727776635
TOI-1836 c,8.0,2.667682895,1.7727488,2032.8,191.649,2024.0,Transit,TOI-1836,0.4213930558764662
TOI-1842 b,72.60089214333334,12.095740442499999,9.573942800000001,1203.775,223.465,2021.0,Transit,TOI-1842,0.04102462129980928
TOI-1853 b,73.2,3.6766699999999997,1.24362485,1375.5,165.105,2023.0,Transit,TOI-1853,1.4728113647355616
TOI-1855 b,360.09958513,19.04120908,1.36414842,1603.0,176.833,2024.0,Transit,TOI-1855,0.05216017690498791
TOI-1899 b,211.356416345,12.056630853333333,29.066846382553333,354.6266666666667,128.438,2020.0,Transit,TOI-1899,0.12059728887960565
TOI-1937 A b,638.83509807,14.321849465,0.9466790700000001,1871.5,415.135,2023.0,Transit,TOI-1937 A,0.21746604431239122
TOI-2000 b,11.0,2.58559,3.0983485,1336.5,175.713,2023.0,Transit,TOI-2000,0.6363758745512265
TOI-2000 c,81.7,8.241175,9.12705345,1004.0,175.713,2023.0,Transit,TOI-2000,0.14596698825794466
TOI-2018 b,9.2,2.27207818,7.4355769477599996,576.34,27.9956,2023.0,Transit,TOI-2018,0.784364653599214
TOI-2019 b,34.4,4.664271685,15.3456091,925.23,198.007,2024.0,Transit,TOI-2019,0.3390056408115136
TOI-2031 A b,254.2627256,13.901671845,5.71554700729,1282.96,276.105,2025.0,Transit,TOI-2031 A,0.09464149683278976
TOI-2046 b,731.0053361,16.196890789999998,1.4971644359599998,1828.82,289.668,2022.0,Transit,TOI-2046,0.17203847550724394
TOI-2076 b,16.1,2.51778922,10.355488258581667,752.884,41.9091,2021.0,Transit,TOI-2076,1.0087133456291004
TOI-2076 c,55.0,3.5884014674999998,21.015337233333334,636.915,41.9091,2021.0,Transit,TOI-2076,1.1903087131018513
TOI-2095 b,4.1,1.2828286233333335,17.664859333993334,349.135,41.9176,2023.0,Transit,TOI-2095,1.9421283676653869
TOI-2095 c,7.4,1.38917487,28.172256688596665,298.83000000000004,41.9176,2023.0,Transit,TOI-2095,2.7603297402042584
TOI-2107 b,263.79757781,13.878537815,2.45455835,1359.5,236.705,2024.0,Transit,TOI-2107,0.09868239117141332
TOI-2120 b,6.8,2.378306215,5.79981764409,369.3,32.1755,2024.0,Transit,TOI-2120,0.5054818896970745
TOI-2128 b,4.5,2.3589136899999996,16.34137445105,778.87,36.578,2024.0,Transit,TOI-2128,0.34282806014337563
TOI-2134 b,9.13,2.954415,9.22920415,678.0,22.6202,2023.0,Transit,TOI-2134,0.3540432172962117
TOI-2141 b,22.05,3.01891,18.261621933333334,739.0,77.682,2023.0,Transit,TOI-2141,0.801416160729899
TOI-2152 A b,899.45439181,14.832270175,3.37731737031,1773.9450000000002,303.006,2023.0,Transit,TOI-2152,0.27564889990959346
TOI-2154 b,292.40213444,16.17067567,3.824081371595,1508.17,296.46,2023.0,Transit,TOI-2154,0.0691506136455933
TOI-2158 b,260.61929374,10.779710735,8.60076285,1012.5,198.473,2022.0,Transit,TOI-2158,0.20805839424724598
TOI-216.01,188.99195396,10.617505406666666,34.523689957825,472.86,177.945,2019.0,Transit,TOI-216,0.15789771409062114
TOI-216.02,24.375938005000002,7.391337486666667,17.210443846769998,595.94,177.945,2019.0,Transit,TOI-216,0.06036597772738252
TOI-2169 A b,329.58805806,11.47336123,8.21483935,1216.0,351.487,2025.0,Transit,TOI-2169 A,0.21822246936474274
TOI-2184 b,206.58846455,12.4085681,6.906808420575,1676.05,788.317,2022.0,Transit,TOI-2184,0.10812872007665317
TOI-2196 b,26.0,3.5065122349999998,1.1950618184050001,1790.4299999999998,259.947,2022.0,Transit,TOI-2196,0.6030415997561224
TOI-220 b,13.8,2.93909,10.695286150000001,800.5,90.7402,2021.0,Transit,TOI-220,0.5435511651600464
TOI-2202 b,299.07653099000004,11.215883443333333,11.911733895513335,652.07,235.933,2021.0,Transit,TOI-2202,0.2119736472230332
TOI-2207 b,203.41018048,11.06193116,8.00122852062,1218.5149999999999,373.345,2022.0,Transit,TOI-2207,0.150272610436406
TOI-2236 b,502.16888306,14.29075663,3.53158995,1518.5,355.59,2022.0,Transit,TOI-2236,0.17206166779864182
TOI-2322 b,2.31,1.0118399999999999,11.3071743,592.05,59.861,2025.0,Transit,TOI-2322,2.2298541009237662
TOI-2322 c,18.1,1.891512465,20.22551128736,477.41499999999996,59.861,2025.0,Transit,TOI-2322,2.6745514205680347
TOI-2328 b,50.85254512,10.04134641,17.1019661,715.5,231.782,2025.0,Transit,TOI-2328,0.050226954367364594
TOI-2337 b,508.5254512,10.826840285,2.99429151856,1272.46,536.046,2022.0,Transit,TOI-2337,0.40068907669885306
TOI-2345 b,3.49,1.4621542299999999,1.05273647704,1396.405,81.6541,2025.0,Transit,TOI-2345,1.1164669511927443
TOI-2346 b,394.10722468,15.497757125,3.3312002,1702.0,437.484,2025.0,Transit,TOI-2346,0.10587851580876546
TOI-2364 b,71.51139158,9.09221859,4.0197536,1076.5,219.614,2023.0,Transit,TOI-2364,0.09514054274060628
TOI-2368 b,206.58846455,11.155873199999998,5.17500905,955.4649999999999,210.915,2024.0,Transit,TOI-2368,0.14879740586517928
TOI-2374 b,56.64,7.414585000000001,4.313615,820.0,134.655,2024.0,Transit,TOI-2374,0.13895132739675597
TOI-238 b,3.385,1.5380625,1.2731021500000002,1389.4025,80.5407,2024.0,Transit,TOI-238,0.9303293497767173
TOI-238 c,6.7,2.18,8.465651,696.0,80.5407,2024.0,Radial Velocity,TOI-238,0.6467036645511413
TOI-2382 b,235.19302118,12.511195279999999,4.661204298305,1396.23,434.92,2025.0,Transit,TOI-2382,0.12009585614027823
TOI-2384 b,624.85064816,11.557810230000001,2.135702806485,844.625,191.51,2024.0,Transit,TOI-2384,0.40471522868048304
TOI-2406 b,15.6,2.84087265,3.0766873894833338,435.43333333333334,55.419000000000004,2021.0,Transit,TOI-2406,0.6804078276460048
TOI-2416 b,953.485221,10.70450151,8.275469900000001,1011.0,557.733,2023.0,Transit,TOI-2416,0.7773464554230883
TOI-2420 b,294.62693329,13.422617070000001,5.842615500000001,1368.8,435.174,2024.0,Transit,TOI-2420,0.12183185135752156
TOI-2421 b,105.83685953,10.560653575,4.3474015999999995,1504.5,327.927,2022.0,Transit,TOI-2421,0.08985961531364754
TOI-244 b,2.68,1.2737043766666667,7.397233661186667,418.31333333333333,22.0337,2023.0,Transit,TOI-244,1.2969668345978034
TOI-2443 b,4.8,2.60766309,15.669102069966668,535.61,23.9258,2023.0,Transit,TOI-2443,0.27069909125181785
TOI-2458 b,13.31,2.6048661749999997,3.736779469595,1452.725,112.958,2024.0,Transit,TOI-2458,0.7530465210350072
TOI-2485 b,766.60211768,12.16766305,11.2347941,1127.5,397.953,2024.0,Transit,TOI-2485,0.4255479382876684
TOI-2498 b,34.62,5.41706151,3.73824505319,1397.6799999999998,275.265,2023.0,Transit,TOI-2498,0.21778891065050612
TOI-2524 b,203.41018048,12.18509035,7.18582645999,1080.5,438.842,2023.0,Transit,TOI-2524,0.11243109073306962
TOI-2525 b,26.69758619,9.201231974999999,23.31372678433,512.97,395.398,2023.0,Transit,TOI-2525,0.034271574513007136
TOI-2567 b,63.88350981,10.815207664999999,5.98394455,1315.47,504.775,2022.0,Transit,TOI-2567,0.050499163017989866
TOI-257 b,43.86032017,6.770817415,18.38785802846,999.69,76.9028,2021.0,Transit,TOI-257,0.1413020588776959
TOI-2570 b,260.61929374,13.85565617,2.98876347088,1369.12,361.857,2022.0,Transit,TOI-2570,0.0979772555782762
TOI-2580 b,200.23189641,17.878660045,3.397806,2140.0,379.253,2024.0,Transit,TOI-2580,0.03503711680614501
TOI-2583 A b,79.45710175,14.09584255,4.52073325,1448.0,566.189,2023.0,Transit,TOI-2583 A,0.028370017239541898
TOI-2587 A b,69.28659273,11.506436104999999,5.4566481499999995,1337.5,373.675,2023.0,Transit,TOI-2587 A,0.04548065537671591
TOI-260 b,3.765,1.7223347066666665,13.475838613933334,462.40000000000003,20.1852,2024.0,Transit,TOI-260,0.7369063878066087
TOI-269 b,8.8,2.85602198,3.6977142030766665,532.4200000000001,57.0225,2021.0,Transit,TOI-269,0.3777444009308861
TOI-270 b,1.5133333333333334,1.244674366,3.3600895013559997,563.3720000000001,22.4793,2019.0,Transit,TOI-270,0.7848151210758267
TOI-270 c,6.175000000000001,2.3780218075,5.660479803206,463.4675,22.4793,2019.0,Transit,TOI-270,0.45918687177302453
TOI-270 d,4.49,2.1413892900000002,11.380154389938333,367.2075,22.4793,2019.0,Transit,TOI-270,0.4572560519631
TOI-2714 b,228.0,13.321950000000001,2.49938825,1573.5,597.873,2024.0,Transit,TOI-2714,0.0964342814938069
TOI-2796 b,139.84449908,16.17286514,4.80849815,1001.0,350.343,2023.0,Transit,TOI-2796,0.033058602632666516
TOI-2803 A b,309.88269682,17.783006405000002,1.962292625,1887.5,494.818,2023.0,Transit,TOI-2803 A,0.05510382828959978
