pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,discoverymethod,disc_year,hostname
Kepler-1800 b,,0.852,4.56204856,,350.455,Transit,2021,Kepler-1800
Kepler-1005 b,,1.52,6.49801525,1027.0,567.806,Transit,2016,Kepler-1005
Kepler-376 b,,,4.9202752591,,923.067,Transit,2014,Kepler-376
TOI-3984 A b,,7.17236,4.3533211,548.0,108.883,Transit,2023,TOI-3984 A
HD 331093 b,,,621.62,,50.1928,Radial Velocity,2021,HD 331093
Kepler-1890 b,,0.84,4.82052932,1350.0,529.596,Transit,2021,Kepler-1890
K2-139 b,,9.26802368,28.382071,,153.856,Transit,2017,K2-139
HD 108874 c,,,1743.2,,59.5175,Radial Velocity,2005,HD 108874
Kepler-1892 b,,1.48,6.3312784,821.0,851.595,Transit,2021,Kepler-1892
MOA-2012-BLG-505L b,6.7,,,,7210.0,Microlensing,2017,MOA-2012-BLG-505L
Kepler-305 b,,,5.4871224247,,868.477,Transit,2013,Kepler-305
Kepler-1586 b,,1.95,15.6049212,1109.0,552.55,Transit,2016,Kepler-1586
Kepler-183 b,,2.19,5.6879831,1004.0,1050.64,Transit,2014,Kepler-183
HD 21520 b,17.7,2.697,25.1292,637.0,79.208,Transit,2024,HD 21520
Kepler-1037 b,,,1.0637892018,,446.914,Transit,2016,Kepler-1037
Kepler-132 b,,1.22,6.178165,1033.0,349.549,Transit,2014,Kepler-132
KELT-6 b,136.661,13.372,7.8457,1313.0,240.726,Transit,2014,KELT-6
Kepler-1722 b,,2.2,9.178475,755.0,772.283,Transit,2021,Kepler-1722
Kepler-209 b,,2.29,16.08786478,,576.946,Transit,2014,Kepler-209
Kepler-690 b,,5.95,7.748094374,,1665.31,Transit,2016,Kepler-690
Kepler-280 c,,1.84,4.807099588,1004.0,780.361,Transit,2014,Kepler-280
TOI-1836 b,38.45723725,8.00321222,20.380799,966.0,191.649,Transit,2024,TOI-1836
K2-21 c,,1.53,15.50116,,83.6448,Transit,2015,K2-21
Kepler-118 b,,,7.51854537,,574.228,Transit,2014,Kepler-118
Kepler-1809 b,,,3.757294695,,409.602,Transit,2021,Kepler-1809
Kepler-301 c,,1.38,5.41908491,989.0,719.166,Transit,2014,Kepler-301
Kepler-544 b,,,21.41635034,,963.18,Transit,2016,Kepler-544
Kepler-1458 b,,,47.9866946936,,544.45,Transit,2016,Kepler-1458
Kepler-107 e,,3.07,14.74913518,875.0,525.997,Transit,2014,Kepler-107
Kepler-1392 b,,,15.1413066,,,Transit,2016,Kepler-1392
Kepler-1509 b,,1.91,25.4338197,653.0,2002.96,Transit,2016,Kepler-1509
WASP-11 b,154.777,11.265,3.7224747,,124.73,Transit,2008,WASP-11
Kepler-568 b,,2.11,11.02347475,418.0,130.645,Transit,2016,Kepler-568
WASP-15 b,175.12433,15.457211,3.7521,,282.091,Transit,2009,WASP-15
Kepler-99 b,,1.812,4.603578042,,208.369,Transit,2014,Kepler-99
HD 202206 c,5689.157,,1260.0,,45.9665,Radial Velocity,2004,HD 202206
Kepler-85 c,20.9,2.14,12.513,,765.025,Transit,2012,Kepler-85
WASP-32 b,,,2.71866151,,275.994,Transit,2010,WASP-32
Kepler-391 c,,,20.4853893,,869.236,Transit,2014,Kepler-391
Kepler-58 c,,,15.574,,969.252,Transit,2012,Kepler-58
K2-3 b,5.11,2.078,10.0546535,501.3,44.0727,Transit,2015,K2-3
CoRoT-19 b,,,3.8971379,,790.663,Transit,2011,CoRoT-19
Kepler-1898 b,,0.93353523,4.765620232,,360.921,Transit,2021,Kepler-1898
Kepler-295 b,,,12.64506533,,1699.19,Transit,2014,Kepler-295
Kepler-1272 b,,2.41,51.1309704,542.0,1206.37,Transit,2016,Kepler-1272
Kepler-675 b,,2.38,2.33743801,1054.0,665.68,Transit,2016,Kepler-675
Kepler-454 b,,1.88,10.573757029,,230.869,Transit,2015,Kepler-454
K2-240 b,,2.0,6.034,586.0,72.9105,Transit,2018,K2-240
Kepler-1536 b,,2.98,364.758031,166.0,387.248,Transit,2016,Kepler-1536
HATS-11 b,,16.6459863,3.61887686846,1443.92,944.603,Transit,2016,HATS-11
Kepler-952 b,,,130.35464842,,1304.25,Transit,2016,Kepler-952
HAT-P-18 b,62.61,11.153,5.508023,852.0,161.4,Transit,2010,HAT-P-18
Kepler-1248 b,,1.04,7.46718958,1035.0,593.026,Transit,2016,Kepler-1248
Kepler-121 b,,,3.17741077,,510.523,Transit,2014,Kepler-121
HD 219134 h,,,2247.0,,6.53127,Radial Velocity,2015,HD 219134
Kepler-1514 b,,22.02,217.8317626,497.0,397.292,Transit,2016,Kepler-1514
Kepler-1886 b,,2.58158428,24.2758007,,1059.51,Transit,2021,Kepler-1886
K2-117 c,,2.1,5.443984,,101.632,Transit,2017,K2-117
K2-343 c,,2.44,7.67689,,166.169,Transit,2021,K2-343
HD 73267 b,1462.0106722,,1257.2,,50.4093,Radial Velocity,2008,HD 73267
Kepler-887 b,,1.915,,,886.588,Transit,2016,Kepler-887
Kepler-412 b,,13.5,1.720861324,,1086.24,Transit,2014,Kepler-412
Kepler-392 b,,1.2,5.341788,1364.0,681.428,Transit,2014,Kepler-392
Kepler-799 b,,,133.46084685,,,Transit,2016,Kepler-799
TOI-1470 c,7.24,2.47,18.08816,373.0,51.9503,Transit,2023,TOI-1470
Kepler-132 b,,1.22,6.17817366,1082.0,349.549,Transit,2014,Kepler-132
Kepler-1721 b,,,4.592393816,,641.374,Transit,2021,Kepler-1721
WASP-118 b,165.2716,15.625346,4.0460407,1753.0,376.658,Transit,2016,WASP-118
Kepler-1807 b,,2.14,10.86060638,1108.0,1299.32,Transit,2021,Kepler-1807
Kepler-524 c,,1.03,1.88897906,1717.0,1058.24,Transit,2016,Kepler-524
Kepler-1146 b,,1.35,2.352265797,1027.0,703.038,Transit,2016,Kepler-1146
Kepler-1094 b,,3.059,,,1291.01,Transit,2016,Kepler-1094
Kepler-79 b,,2.73,13.48458665,850.0,1020.72,Transit,2012,Kepler-79
Kepler-223 e,,48.785,19.7240891,,1859.71,Transit,2014,Kepler-223
Kepler-280 c,,2.04,4.807099588,,780.361,Transit,2014,Kepler-280
Kepler-1218 b,,1.36,22.9221266,684.0,840.503,Transit,2016,Kepler-1218
Kepler-1630 b,,2.62,509.997402,182.0,331.213,Transit,2016,Kepler-1630
Kepler-438 b,,,35.2331929005,,,Transit,2015,Kepler-438
Kepler-1828 b,,1.74,10.27377201,774.0,871.81,Transit,2021,Kepler-1828
Kepler-1347 b,,0.99,14.00947528,617.0,,Transit,2016,Kepler-1347
Kepler-32 b,9.4,2.25,5.901,,323.847,Transit,2011,Kepler-32
WASP-164 b,676.9779,12.643752,1.7771255,1610.0,327.506,Transit,2018,WASP-164
Kepler-1133 b,,,11.5555991814,,753.135,Transit,2016,Kepler-1133
Kepler-209 c,,,41.74945104,,576.946,Transit,2014,Kepler-209
Kepler-1422 b,,,18.6039268674,,2465.84,Transit,2016,Kepler-1422
K2-24 c,15.4,7.5,42.3391,,170.562,Transit,2016,K2-24
CoRoT-18 b,,,1.9000769,,764.889,Transit,2011,CoRoT-18
Kepler-1576 b,,1.04,6.98471973,,460.91,Transit,2016,Kepler-1576
KOI-351 g,,,210.5935133,,848.254,Transit,2013,KOI-351
Kepler-55 e,,1.55,4.617534,,578.796,Transit,2014,Kepler-55
Kepler-1748 b,,3.3,5.823445,923.0,1083.28,Transit,2021,Kepler-1748
Kepler-229 c,,,16.0686523891,,826.265,Transit,2014,Kepler-229
Kepler-357 c,,2.179,,,688.573,Transit,2014,Kepler-357
Kepler-745 b,,1.92,9.93143556,824.0,1780.38,Transit,2016,Kepler-745
Kepler-32 d,,2.5,22.78076945,,323.847,Transit,2012,Kepler-32
K2-331 c,,2.5,22.99592,,211.43,Transit,2021,K2-331
Kepler-149 c,,1.66,55.3285813,429.0,571.034,Transit,2014,Kepler-149
K2-203 b,,1.37,9.6897,,166.147,Transit,2018,K2-203
WASP-160 B b,88.35674,12.21781,3.7684952,1119.0,288.326,Transit,2018,WASP-160 B
Kepler-60 d,,1.76,11.8984932,1013.0,1025.1,Transit,2012,Kepler-60
Kepler-248 c,,4.14,16.23947096,598.0,738.792,Transit,2014,Kepler-248
HIP 75092 b,,,926.4,,81.6696,Radial Velocity,2021,HIP 75092
Kepler-1391 b,,,54.4101523709,,1038.35,Transit,2016,Kepler-1391
Kepler-1438 b,,0.88,2.319426,1230.0,1154.13,Transit,2016,Kepler-1438
Kepler-1129 b,,,24.3398202,,1183.88,Transit,2016,Kepler-1129
Kepler-105 c,,1.91,7.125967,1182.0,459.223,Transit,2014,Kepler-105
Kepler-716 c,,1.78,3.96996298,992.0,635.009,Transit,2020,Kepler-716
Kepler-259 c,,2.71,36.9249531,530.0,1002.14,Transit,2014,Kepler-259
K2-19 b,,6.59307857,7.9177855286,782.72,289.827,Transit,2015,K2-19
Kepler-415 b,,1.61,4.17634525,758.0,530.487,Transit Timing Variations,2014,Kepler-415
Kepler-1470 b,,1.15,16.2951259,574.0,590.601,Transit,2016,Kepler-1470
Kepler-31 d,2161.244,3.9,87.6451,,1664.64,Transit,2014,Kepler-31
Kepler-109 c,8.2,2.65,21.22265,859.0,474.861,Transit,2014,Kepler-109
WASP-47 d,14.2,3.567,9.03055,,264.78,Transit,2015,WASP-47
Kepler-1825 b,,1.35,1.025857703,1468.0,430.254,Transit,2021,Kepler-1825
Kepler-431 c,,0.72,8.70312154,945.0,486.546,Transit,2015,Kepler-431
KOI-12 b,,,17.8552258437,,399.398,Transit,2015,KOI-12
Kepler-534 c,,1.06,7.37862283,932.0,570.659,Transit,2021,Kepler-534
Kepler-147 b,,1.33,12.6119685,953.0,1042.02,Transit,2014,Kepler-147
Kepler-562 b,,5.12,18.009314436,658.0,992.769,Transit,2016,Kepler-562
Kepler-607 c,,2.76001201,39.67679977,,519.122,Transit,2021,Kepler-607
Kepler-351 b,,2.74,37.0548569,497.0,1083.91,Transit,2014,Kepler-351
Kepler-1284 b,,1.21,0.664073806,,882.324,Transit,2016,Kepler-1284
Kepler-1728 b,,2.5,4.783002698,886.0,651.783,Transit,2021,Kepler-1728
Kepler-11 e,8.79,,31.995525,,646.346,Transit,2010,Kepler-11
Kepler-139 e,378.0,,1904.0,,391.038,Radial Velocity,2023,Kepler-139
HIP 38594 c,,,3477.768,,17.7886,Radial Velocity,2020,HIP 38594
Kepler-877 b,,2.3,18.45847097,615.0,602.176,Transit,2016,Kepler-877
K2-389 b,,2.118,8.583566,,259.208,Transit,2022,K2-389
EPIC 220674823 b,8.03,1.87,0.571282,2115.0,244.59,Transit,2016,EPIC 220674823
eps Eri b,540.311,,2502.1,,3.2026,Radial Velocity,2000,eps Eri
Kepler-1099 b,,,2.16844614,,1022.8,Transit,2016,Kepler-1099
Kepler-137 b,,,8.43638723,,302.979,Transit,2014,Kepler-137
Kepler-58 b,,3.1,10.21866016,920.0,969.252,Transit,2012,Kepler-58
Kepler-1491 b,,1.39,16.5861762,695.0,2065.59,Transit,2016,Kepler-1491
Kepler-951 b,,5.105,,,382.509,Transit,2016,Kepler-951
K2-19 d,10.0,1.11,2.5081,1142.0,289.827,Transit,2016,K2-19
Kepler-400 b,,1.76,9.024391,965.0,845.97,Transit,2014,Kepler-400
Kepler-65 e,260.0,,258.8,,303.728,Radial Velocity,2019,Kepler-65
Kepler-271 d,,0.71,5.24972541,978.0,404.542,Transit,2016,Kepler-271
Kepler-1913 b,,,14.1959621,,876.3,Transit,2021,Kepler-1913
Kepler-1335 b,,1.61,6.26406846,809.0,621.853,Transit,2016,Kepler-1335
Kepler-460 c,,6.1,220.1303357,389.0,1274.01,Transit,2016,KIC 5437945
Kepler-263 b,,2.67,16.568087,,754.747,Transit,2014,Kepler-263
Kepler-947 b,,,26.9644682703,,1730.78,Transit,2016,Kepler-947
Kepler-121 c,,,41.00820122,,510.523,Transit,2014,Kepler-121
Kepler-1026 b,,2.21,36.5156053,,351.239,Transit,2016,Kepler-1026
Kepler-594 b,,2.18,13.64618192,,769.2,Transit,2016,Kepler-594
HD 190360 c,,,17.11704,,16.0069,Radial Velocity,2005,HD 190360
Kepler-705 b,,2.76,56.05623,265.0,276.881,Transit,2016,Kepler-705
Kepler-1146 b,,,2.352273912,,703.038,Transit,2016,Kepler-1146
Kepler-361 b,,1.584,,,930.32,Transit,2014,Kepler-361
WASP-14 b,,,2.24376628,,161.997,Transit,2008,WASP-14
Kepler-223 d,,,14.78767172,,1859.71,Transit,2014,Kepler-223
TOI-5340 b,,13.6199,4.9393117,1529.0,532.629,Transit,2025,TOI-5340
Kepler-371 b,,1.89,34.763278,,813.192,Transit,2014,Kepler-371
Kepler-462 b,,5.04405,84.69,,596.625,Transit,2016,Kepler-462
Kepler-142 c,,,4.7617051257,,548.686,Transit,2014,Kepler-142
Kepler-1173 b,,0.879,,,377.06,Transit,2016,Kepler-1173
Kepler-758 d,,,20.4971697,,1502.32,Transit,2016,Kepler-758
Kepler-257 c,,4.56,6.581477136,881.0,780.256,Transit,2014,Kepler-257
Kepler-178 c,,,20.55280311,,716.025,Transit,2014,Kepler-178
Kepler-1870 b,,,3.60694592,,407.216,Transit,2021,Kepler-1870
Kepler-1569 b,,1.25,5.79180156,1124.0,945.454,Transit,2016,Kepler-1569
Kepler-400 b,,,9.02436094,,845.97,Transit,2014,Kepler-400
K2-275 b,,,3.281,,123.438,Transit,2018,K2-275
Kepler-787 b,,1.47,0.928310498,1405.0,503.568,Transit,2016,Kepler-787
Kepler-1136 b,,1.37,2.361718,883.0,491.406,Transit,2016,Kepler-1136
HD 154391 b,2892.2385037,,5163.0,,100.947,Radial Velocity,2023,HD 154391
Kepler-340 c,,3.37,22.824669,,808.762,Transit,2014,Kepler-340
WASP-12 b,,,,,427.246,Transit,2008,WASP-12
Kepler-1030 b,,2.52,19.32952416,534.0,758.702,Transit,2016,Kepler-1030
TOI-1438 b,,2.25905702,5.1396666,883.38,110.513,Transit,2025,TOI-1438
Kepler-1609 b,,2.05,114.34219,428.0,1826.04,Transit,2016,Kepler-1609
Kepler-229 c,,4.92,16.068638,,826.265,Transit,2014,Kepler-229
Kepler-33 c,,3.2,13.17562,,1209.16,Transit,2011,Kepler-33
Kepler-1266 b,,2.58,28.474748,,849.312,Transit,2016,Kepler-1266
Kepler-1118 b,,,38.6715843,,888.325,Transit,2016,Kepler-1118
Kepler-1254 b,,1.54,9.99113313,679.0,622.818,Transit,2016,Kepler-1254
51 Peg b,,,4.2307969,,15.4614,Radial Velocity,1995,51 Peg
Kepler-1771 b,,2.51,88.6440015,391.0,565.752,Transit,2021,Kepler-1771
Kepler-1820 b,,2.7,31.032699,561.0,1425.39,Transit,2021,Kepler-1820
Kepler-1637 b,,0.89,6.10960324,,567.187,Transit,2016,Kepler-1637
Kepler-1397 b,,1.61,47.4497134,551.0,1198.25,Transit,2016,Kepler-1397
Kepler-1948 b,,,15.5714121,,193.903,Transit,2021,Kepler-1948
Kepler-879 b,,2.57,33.3855938,,802.672,Transit,2016,Kepler-879
HAT-P-35 b,335.62848,14.930388,3.646706,,506.965,Transit,2011,HAT-P-35
WASP-94 A b,143.653,19.28,3.9501907,1604.0,211.211,Transit,2014,WASP-94 A
Kepler-815 b,,4.432,,,1259.28,Transit,2016,Kepler-815
LTT 3780 b,,1.1406447,0.76839038111,830.89,21.9814,Transit,2020,LTT 3780
TOI-2015 b,,5.37673,3.3491408,657.0,47.3444,Transit,2023,TOI-2015
Kepler-161 b,,2.14,4.9213639,868.0,434.632,Transit,2014,Kepler-161
Kepler-484 b,,,10.0455669168,,382.136,Transit,2016,Kepler-484
Kepler-1389 b,,1.77,99.2530951,318.0,497.093,Transit,2016,Kepler-1389
KELT-15 b,,,3.329466,,324.683,Transit,2016,KELT-15
HD 92788 b,,,326.7,,34.6538,Radial Velocity,2000,HD 92788
Kepler-130 d,,1.379,87.5174361,,316.663,Transit,2014,Kepler-130
Kepler-1463 b,,1.86,25.15864,,1687.47,Transit,2016,Kepler-1463
OGLE-2012-BLG-0026L b,35.0,,,,4080.0,Microlensing,2012,OGLE-2012-BLG-0026L
WASP-16 b,,,3.118598,,194.134,Transit,2009,WASP-16
Kepler-1563 b,,0.75,3.4327371,1134.0,616.697,Transit,2016,Kepler-1563
HD 149026 b,,,,,75.8643,Radial Velocity,2005,HD 149026
Kepler-778 b,,1.68,3.75574426,,938.168,Transit,2016,Kepler-778
Kepler-377 b,,1.16,12.50948,835.0,823.804,Transit,2014,Kepler-377
Kepler-475 b,,2.47,3.105508189,,280.069,Transit,2016,Kepler-475
Kepler-10 b,3.26,1.47,0.8374907,2188.0,185.506,Transit,2011,Kepler-10
HD 86226 b,,,1609.5,,45.683,Radial Velocity,2009,HD 86226
K2-185 b,,1.31284773,10.616646,,268.357,Transit,2018,K2-185
Kepler-1032 b,,1.49,3.290114076,802.0,673.01,Transit,2016,Kepler-1032
Kepler-327 d,,,13.9695295096,,241.987,Transit,2014,Kepler-327
HD 75289 b,,,3.50927,,29.1158,Radial Velocity,1999,HD 75289
Kepler-323 c,,1.93,3.553829671,1493.0,454.883,Transit,2014,Kepler-323
Kepler-1352 b,,0.84,1.877872,1757.0,670.829,Transit,2016,Kepler-1352
Kepler-515 b,,1.75,19.96371318,671.0,,Transit,2016,Kepler-515
Kepler-357 c,,2.67,16.85837,,688.573,Transit,2014,Kepler-357
TOI-561 b,,1.48867,0.4465713,2262.0,85.799,Transit,2020,TOI-561
Kepler-1178 b,,0.73,31.80634,378.0,482.287,Transit,2016,Kepler-1178
OGLE-2017-BLG-0448L b,7.28,,,,7790.0,Microlensing,2024,OGLE-2017-BLG-0448L
Kepler-1795 b,,,13.3602644,,,Transit,2021,Kepler-1795
Kepler-325 c,,3.33,12.76224947,783.0,823.242,Transit,2014,Kepler-325
Kepler-775 b,,1.192,0.974868926,,398.676,Transit,2016,Kepler-775
WASP-154 b,,11.0835,3.8123614,955.0,215.501,Transit,2025,WASP-154
Kepler-424 b,,10.019,3.311864499,,698.646,Transit,2014,Kepler-424
HD 118203 b,,,6.1335,,92.2589,Radial Velocity,2005,HD 118203
EPIC 212424622 b,,2.17,18.0983,,611.804,Transit,2019,EPIC 212424622
Kepler-341 c,,1.7,8.01041,,1047.03,Transit,2014,Kepler-341
Kepler-314 b,,0.81,2.46106655,1218.0,268.881,Transit,2014,Kepler-314
Kepler-67 b,,,15.72585941,,1131.19,Transit,2013,Kepler-67
K2-199 c,,,7.3744828,,107.518,Transit,2018,K2-199
K2-53 b,,,12.2091165,,138.018,Transit,2016,K2-53
Kepler-106 e,,,43.8444958789,,444.322,Transit,2014,Kepler-106
GJ 1061 d,,,13.031,,3.67278,Radial Velocity,2020,GJ 1061
KMT-2021-BLG-1391L b,3.57,,,,6720.0,Microlensing,2022,KMT-2021-BLG-1391L
BD-13 2130 b,,,714.29999,,925.214,Radial Velocity,2007,BD-13 2130
eps CrB b,,,417.9,,69.8683,Radial Velocity,2012,eps CrB
Kepler-1202 b,,2.4,28.6851324,546.0,1175.38,Transit,2016,Kepler-1202
Kepler-997 b,,,2.7072805276,,467.568,Transit,2016,Kepler-997
Kepler-84 e,,2.3,27.4345883,636.0,1023.9,Transit,2014,Kepler-84
Kepler-29 c,4.0,3.14,13.2884,,832.532,Transit,2011,Kepler-29
Kepler-1407 b,,2.16,20.0711504,736.0,1396.41,Transit,2016,Kepler-1407
Kepler-924 b,,,61.0370400526,,1053.04,Transit,2016,Kepler-924
Kepler-37 d,,1.88,39.79223792,456.0,63.9207,Transit,2013,Kepler-37
Kepler-449 c,,,33.67280658,,241.949,Transit,2015,Kepler-449
Kepler-1489 b,,1.67,82.294751,408.0,1283.05,Transit,2016,Kepler-1489
HAT-P-44 b,,,4.30119,,347.85,Transit,2014,HAT-P-44
Kepler-265 b,,1.67,6.84619236,1022.0,1280.25,Transit,2014,Kepler-265
Kepler-44 b,,12.71,3.246732651,1460.0,1188.0,Transit,2011,Kepler-44
Kepler-684 b,,5.751,,,1731.27,Transit,2016,Kepler-684
Kepler-1557 b,,,3.74031708,,1380.16,Transit,2016,Kepler-1557
Kepler-370 c,,1.91,19.023152,649.0,1167.94,Transit,2014,Kepler-370
Kepler-603 d,,,6.2172092466,,1539.63,Transit,2016,Kepler-603
OGLE-2012-BLG-0950L b,25.0,,,,4200.0,Microlensing,2016,OGLE-2012-BLG-0950L
Kepler-1342 b,,1.66,2.215710358,,890.724,Transit,2016,Kepler-1342
Kepler-343 b,,1.79,8.96848108,946.0,927.193,Transit,2014,Kepler-343
Kepler-281 c,,4.9,36.33767,499.0,1745.45,Transit,2014,Kepler-281
KELT-11 b,,,4.7362034,,99.1596,Transit,2017,KELT-11
Kepler-393 b,,1.51,9.18247194,1228.0,881.404,Transit,2014,Kepler-393
Kepler-84 b,,3.03,8.72585936,,1023.9,Transit,2012,Kepler-84
Kepler-394 d,,1.5,5.61357629,1197.0,1058.72,Transit,2021,Kepler-394
K2-19 c,25.6,4.86,11.90715,,289.827,Transit,2015,K2-19
Kepler-32 d,39.9089,,22.780782,,323.847,Transit,2012,Kepler-32
Kepler-237 b,,1.5,4.71510365,824.0,657.822,Transit,2014,Kepler-237
Kepler-1608 b,,1.63,16.473474,612.0,,Transit,2016,Kepler-1608
Kepler-52 d,,1.95,36.445171,,321.542,Transit,2014,Kepler-52
Kepler-635 b,,,23.44970494,,1141.08,Transit,2016,Kepler-635
Kepler-321 c,,2.32,13.093921,,384.542,Transit,2014,Kepler-321
HD 185269 b,,,6.8399,,51.9917,Radial Velocity,2006,HD 185269
Kepler-780 b,,0.89,0.677375164,,557.652,Transit,2016,Kepler-780
WASP-83 b,,,4.9712917,,271.103,Transit,2015,WASP-83
Kepler-1549 b,,,214.881456,,803.052,Transit,2016,Kepler-1549
Kepler-204 c,,1.78,25.6613816,683.0,686.723,Transit,2014,Kepler-204
Kepler-253 d,,,18.11993039,,838.595,Transit,2014,Kepler-253
Kepler-1164 b,,1.22,3.97599768,982.0,431.622,Transit,2016,Kepler-1164
Kepler-712 c,,4.553,,,872.493,Transit,2016,Kepler-712
Kepler-666 b,,2.21,4.49876092,1133.0,1508.71,Transit,2016,Kepler-666
Kepler-134 b,,,5.3174393753,,334.797,Transit,2014,Kepler-134
Kepler-256 e,,,10.6816951,,1026.43,Transit,2014,Kepler-256
Kepler-493 b,,11.42,3.003876581,1433.0,1745.77,Transit,2016,Kepler-493
HD 219134 d,,,46.66,,6.53127,Radial Velocity,2015,HD 219134
HAT-P-21 b,,,4.12448799,,277.278,Transit,2010,HAT-P-21
Kepler-161 b,,2.29,4.921354681,,434.632,Transit,2014,Kepler-161
WASP-126 c,64.2,,7.63,,216.526,Transit Timing Variations,2019,WASP-126
K2-205 b,,2.209,26.682,,405.301,Transit,2018,K2-205
TOI-1789 b,222.4798849,16.14093221,3.208664,1927.0,229.067,Transit,2021,TOI-1789
OGLE-2012-BLG-0950L b,31.0,,,,2900.0,Microlensing,2016,OGLE-2012-BLG-0950L
K2-224 c,,2.5054075,10.09607,,275.255,Transit,2018,K2-224
Kepler-260 b,,2.108,,,627.365,Transit,2014,Kepler-260
K2-115 b,,11.5,20.272602,,413.591,Transit,2017,K2-115
Kepler-10 b,,1.45,0.837491331,1968.0,185.506,Transit,2011,Kepler-10
Kepler-289 c,,12.77,125.86543389,,704.438,Transit,2014,Kepler-289
KOI-351 g,,6.86,210.6031105,341.0,848.254,Transit,2013,KOI-351
Kepler-179 b,,1.8,2.735903375,,605.68,Transit,2014,Kepler-179
KOI-351 c,,1.445,8.71982853,,848.254,Transit,2013,KOI-351
Kepler-816 b,,10.24,10.506825646,,983.697,Transit,2016,Kepler-816
Kepler-833 b,,2.139,,,467.37,Transit,2016,Kepler-833
Kepler-1715 b,,3.798,35.59713982,,522.605,Transit,2021,Kepler-1715
Kepler-79 e,,3.0,81.0632,477.0,1020.72,Transit,2014,Kepler-79
Kepler-173 b,,1.28,4.26374378,1179.0,833.165,Transit,2014,Kepler-173
GJ 328 b,,,3771.0,,20.5266,Radial Velocity,2013,GJ 328
Kepler-24 d,,1.72,4.24437621,,1156.81,Transit,2014,Kepler-24
TOI-544 c,,,50.089,,41.1166,Radial Velocity,2023,TOI-544
Kepler-885 b,,,18.1147513494,,651.318,Transit,2016,Kepler-885
Kepler-283 c,,2.055,,,468.094,Transit,2014,Kepler-283
GJ 667 C f,,,39.026,,7.24396,Radial Velocity,2013,GJ 667 C
Kepler-117 b,,6.04,18.79590048,808.0,1455.57,Transit,2014,Kepler-117
K2-3 b,,1.44,10.05443,,44.0727,Transit,2015,K2-3
WASP-12 b,,,1.091419108,,427.246,Transit,2008,WASP-12
Kepler-256 b,,1.37,1.620467836,1545.0,1026.43,Transit,2014,Kepler-256
TOI-2420 b,294.62693329,15.02003414,5.842641,1571.6,435.174,Transit,2024,TOI-2420
Kepler-17 b,,14.82,1.48571127,1621.0,720.753,Transit,2011,Kepler-17
HD 18742 b,,,772.0,,162.685,Radial Velocity,2011,HD 18742
HD 106315 c,,4.4,21.058,874.0,109.353,Transit,2017,HD 106315
Kepler-1882 b,,1.55,13.7872627,894.0,443.371,Transit,2021,Kepler-1882
Kepler-1061 b,,,2.7580048478,,543.375,Transit,2016,Kepler-1061
GJ 876 c,251.075,,30.455,,4.67517,Radial Velocity,2000,GJ 876
K2-197 b,,,8.35470947,,247.637,Transit,2018,K2-197
TrES-4 b,285.09351,19.447615,3.5539268,1805.0,515.98,Transit,2007,TrES-4
Kepler-432 b,,,52.50101454,,848.023,Transit,2015,Kepler-432
Kepler-229 b,,2.49,6.252964898,,826.265,Transit,2014,Kepler-229
Kepler-1256 b,,1.5,12.4128518,933.0,891.192,Transit,2016,Kepler-1256
Kepler-910 b,,0.82,2.364369015,,400.289,Transit,2016,Kepler-910
K2-391 b,,1.371,4.622654,,507.94,Transit,2022,K2-391
Kepler-1001 b,,,14.30517579,,928.978,Transit,2016,Kepler-1001
Kepler-438 b,,0.97,35.2330694,288.0,,Transit,2015,Kepler-438
Kepler-330 c,,2.21,15.95545002,570.0,717.527,Transit,2014,Kepler-330
Kepler-750 b,,,9.428872,,1296.02,Transit,2016,Kepler-750
Kepler-668 b,,2.52,8.35389523,790.0,784.618,Transit,2016,Kepler-668
HATS-46 b,,,4.7423719,,453.808,Transit,2018,HATS-46
Kepler-903 c,,2.75,62.9224936,462.0,1369.24,Transit,2016,Kepler-903
Kepler-1880 b,,,6.30922043,,611.041,Transit,2021,Kepler-1880
Kepler-290 b,,,14.58936813,,694.627,Transit,2014,Kepler-290
Kepler-1085 c,,,56.7769831,,1364.53,Transit,2020,Kepler-1085
Kepler-143 c,,2.36,27.08247084,644.0,809.467,Transit,2014,Kepler-143
Kepler-212 c,,2.06,31.80474045,615.0,687.194,Transit,2014,Kepler-212
Kepler-294 b,,1.73,3.70120482,,1357.01,Transit,2014,Kepler-294
TOI-1117 b,8.9,2.46,2.22816,1538.0,167.598,Transit,2025,TOI-1117
Kepler-989 b,,2.56,7.964315352,805.0,491.978,Transit,2016,Kepler-989
Kepler-377 c,,,27.0146112512,,823.804,Transit,2014,Kepler-377
Kepler-345 b,,1.08,7.42,,,Transit,2014,Kepler-345
Kepler-198 d,,1.53,1.31184443,,495.358,Transit,2016,Kepler-198
WASP-100 b,638.8383,18.94321,2.849375,,364.411,Transit,2014,WASP-100
Kepler-296 e,,1.08,34.14189,244.0,,Transit,2014,Kepler-296
Kepler-1249 b,,,24.3344585901,,1904.54,Transit,2016,Kepler-1249
Kepler-1729 b,,,4.22096735,,576.181,Transit,2021,Kepler-1729
Kepler-378 c,,1.8,28.9059687,668.0,152.094,Transit,2014,Kepler-378
Kepler-871 b,,3.14,22.0459018,640.0,1976.05,Transit,2016,Kepler-871
Kepler-1424 b,,1.1,29.60913,571.0,661.421,Transit,2016,Kepler-1424
